"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT4G13500",7.68699223178793e-126,1.00132934659598,0.779,0.044,1.57913881417619e-121
"AT1G33970",7.72718380480108e-126,1.46534772102403,0.746,0.03,1.58739536902029e-121
"AT2G43510",8.37814294656533e-126,-6.86878166021998,0.286,0.715,1.72112190551292e-121
"AT5G02870",9.74184291070389e-126,0.726990632172656,0.819,0.063,2.0012667891459e-121
"AT3G12390",9.94997469247348e-126,1.75226162062375,0.755,0.034,2.04402330107483e-121
"AT4G30660",1.03503162616681e-125,1.24356830648049,0.974,0.156,2.12626546963449e-121
"AT5G66052",1.20172168263559e-125,0.868819532534053,0.887,0.097,2.4686968526383e-121
"AT4G28660",1.2994181662157e-125,1.24383964411122,0.794,0.053,2.66939473885691e-121
"AT4G09040",1.46739829099527e-125,1.7992875627003,0.727,0.021,3.01447630919158e-121
"AT3G01910",1.72053568989445e-125,0.733417003146663,0.833,0.07,3.53449646775017e-121
"AT2G30410",1.85353692508503e-125,0.681761837118558,0.801,0.055,3.80772090520218e-121
"AT3G28710",1.94996413170772e-125,1.29785821292801,0.753,0.034,4.00581131576717e-121
"AT3G02780",2.40698277018384e-125,0.652371711158239,0.791,0.053,4.94466470478867e-121
"AT1G14250",2.58544864506313e-125,3.67856239259371,0.711,0.017,5.3112871515532e-121
"AT2G33040",2.63606947594604e-125,0.883571347740554,0.836,0.072,5.41527752443596e-121
"AT4G25050",2.94936345071763e-125,1.48565686107693,0.972,0.156,6.05887733680923e-121
"AT1G50740",3.29476366987849e-125,-2.96948557298836,0.946,0.867,6.76843300703137e-121
"AT2G46490",3.38748444991203e-125,0.941911510029177,0.954,0.131,6.95890930545428e-121
"AT5G17670",3.89384530121847e-125,2.06546317621938,0.716,0.017,7.9991264022931e-121
"AT1G12440",4.78820665099562e-125,0.658896595420013,0.887,0.097,9.83641292314029e-121
"AT2G43945",5.03405451113733e-125,1.66326857099523,0.739,0.027,1.03414581822294e-120
"AT1G67280",6.24790811800362e-125,0.558416249188632,0.92,0.112,1.28350776468148e-120
"AT5G24490",6.32163202743829e-125,1.47254228103441,0.999,0.457,1.29865286739665e-120
"AT2G38230",6.54379197636743e-125,0.578142728056761,0.935,0.121,1.34429118570516e-120
"AT5G50200",6.78860164728826e-125,-6.59935895912236,0.097,0.545,1.39458243640243e-120
"AT5G08670",7.17529023487535e-125,1.01508726350271,0.792,0.053,1.47401987295044e-120
"AT3G44010",7.73614769549651e-125,0.707162851586033,0.816,0.063,1.58923682108585e-120
"AT2G21330",1.19246395016682e-124,1.50832327099125,0.963,0.15,2.4496786928277e-120
"AT1G76730",1.21288755315311e-124,0.738834749323623,0.782,0.049,2.49163490044244e-120
"AT5G08590",1.37379679741599e-124,1.11034017594196,0.747,0.032,2.82219076093167e-120
"AT3G27830",1.62928056622681e-124,1.19745431961016,0.953,0.14,3.34703106719973e-120
"AT1G50732",1.89000243333082e-124,2.72341899907142,0.705,0.013,3.8826319987915e-120
"AT5G14800",1.94043988960093e-124,1.65597818976222,0.746,0.032,3.98624566520719e-120
"AT2G36530",1.97255350204212e-124,1.32262194940243,0.799,0.057,4.05221665924513e-120
"AT4G32470",2.62243612256548e-124,1.02317675786847,0.971,0.144,5.38727052658626e-120
"AT1G72020",3.14270295007704e-124,0.682579516924276,0.796,0.055,6.45605467034325e-120
"AT1G16720",3.37823476115045e-124,0.66538711963496,0.774,0.047,6.93990766983136e-120
"AT4G27130",3.79100806914601e-124,0.987841396039936,0.976,0.146,7.78786787644664e-120
"AT3G05760",3.94628935272569e-124,1.74203521469486,0.752,0.036,8.10686221730439e-120
"AT1G13930",4.57808423451745e-124,1.83195699751812,0.992,0.372,9.4047584429692e-120
"AT5G26880",4.93891887484764e-124,1.02948510564108,0.748,0.034,1.01460210445995e-119
"AT4G30620",5.67731758599723e-124,2.82656526777626,0.692,0.008,1.16629135169141e-119
"AT1G33140",5.97114336864844e-124,1.40610026615073,0.982,0.167,1.22665198222145e-119
"AT5G16470",6.60611326260264e-124,0.518942925560015,0.913,0.11,1.35709384753646e-119
"AT5G24930",6.88647445344022e-124,1.78708313538961,0.742,0.032,1.41468844697023e-119
"AT3G08580",7.06007904322905e-124,1.26476797361741,0.973,0.152,1.45035203785054e-119
"AT4G30950",7.0622338386214e-124,1.15596095841662,0.967,0.146,1.45079469746799e-119
"AT3G25610",7.42820800909087e-124,-7.34683255385067,0.068,0.499,1.52597677130754e-119
"AT4G15560",9.75367598154205e-124,0.692729634596776,0.889,0.101,2.00369765688818e-119
"AT2G33510",1.16932381183487e-123,1.28758571693857,0.762,0.042,2.40214190665236e-119
"AT3G22110",1.21539770155588e-123,0.573912487944992,0.803,0.059,2.49679149830624e-119
"AT3G06483",1.25191617242561e-123,1.58763499646045,0.73,0.027,2.57181139301394e-119
"AT3G24830",1.46486419102709e-123,1.04527564081174,0.957,0.133,3.00927050762694e-119
"AT4G38490",1.50129040060442e-123,1.50031735214742,0.749,0.036,3.08410086996165e-119
"AT3G15520",1.53510075574595e-123,1.62401807278617,0.724,0.023,3.15355748252891e-119
"AT3G01690",1.55029654167965e-123,1.66229314726838,0.715,0.019,3.18477418557251e-119
"AT2G17880",1.567857569952e-123,1.85850442134009,0.747,0.036,3.2208498059524e-119
"AT1G11530",1.76516625295955e-123,0.636522808172035,0.849,0.08,3.62618103345481e-119
"AT1G22630",1.92446484755497e-123,1.46032060111326,0.742,0.032,3.95342813633218e-119
"AT2G45740",2.1512069672259e-123,0.620855523258764,0.9,0.106,4.41922447277217e-119
"AT5G20900",3.08546731519136e-123,1.35633272616708,0.974,0.159,6.33847550559762e-119
"AT1G15500",3.6861217745968e-123,1.28030325365012,0.749,0.036,7.57239996155421e-119
"AT2G37270",3.98255665163074e-123,1.70559137185883,0.718,0.021,8.18136612944504e-119
"AT3G62790",4.54774809549929e-123,0.873611738492695,0.769,0.044,9.34243891258418e-119
"AT2G05620",4.84800679151068e-123,0.828020946442588,0.951,0.133,9.95926035180039e-119
"AT1G64680",5.25922437365331e-123,0.602180474836865,0.926,0.116,1.0804024630796e-118
"AT1G16890",5.49498790380102e-123,0.592348816491782,0.88,0.095,1.12883536507784e-118
"AT2G47840",5.61848121518044e-123,1.01621021658138,0.752,0.038,1.15420459603452e-118
"AT3G15840",5.78130750114339e-123,1.19502741199097,0.977,0.156,1.18765399995989e-118
"AT5G45490",6.3752719615125e-123,0.839702325609737,0.819,0.068,1.30967211905351e-118
"AT5G13720",6.98349576099184e-123,1.02470842599022,0.764,0.042,1.43461953418055e-118
"GF14 PHI",8.39655014552957e-123,0.702313123548385,0.833,0.076,1.72490329639614e-118
"AT3G56940",8.5681789815426e-123,1.68031653221501,0.98,0.184,1.7601610081783e-118
"AT1G15120",8.60991035190826e-123,0.79037959263184,0.938,0.129,1.76873388359251e-118
"AT5G17560",9.96720769129848e-123,0.664662458425494,0.8,0.059,2.04756347602345e-118
"AT1G33040",1.26886532982391e-122,1.50522009168267,0.743,0.034,2.60663004705726e-118
"AT1G65260",1.41539496951585e-122,1.10158744668547,0.959,0.142,2.90764588587641e-118
"AT4G37510",1.59426460150572e-122,1.57825010215052,0.725,0.025,3.27509777087321e-118
"AT1G72920",2.13770290221936e-122,4.60710013835984,0.675,0.002,4.39148307202923e-118
"AT3G15630",2.34129632032937e-122,1.55317450713488,0.734,0.03,4.80972503085262e-118
"AT2G02760",2.3442447163677e-122,1.0309234255477,0.959,0.144,4.81578192083416e-118
"AT1G70820",2.93303431897523e-122,0.845560039225996,0.784,0.053,6.02533240147081e-118
"AT2G36250",2.99722009010559e-122,1.16736409879796,0.73,0.03,6.15718923110392e-118
"AT1G14400",3.28685657681519e-122,0.405062997808108,0.918,0.116,6.75218946575144e-118
"AT1G47420",4.83503622519847e-122,0.418339655346987,0.854,0.085,9.93261491742521e-118
"AT5G06210",4.87274762223642e-122,1.4117762989241,0.744,0.036,1.00100854403603e-117
"AT3G02730",4.96048590801475e-122,1.21932100356101,0.984,0.161,1.01903262008347e-117
"AT1G74910",5.031877263622e-122,0.449034272405467,0.793,0.057,1.03369854626587e-117
"AT4G17230",5.2839313835306e-122,1.10783344806004,0.945,0.14,1.08547802411869e-117
"AT3G47340",5.49542873580982e-122,1.51892680329236,0.85,0.091,1.12892592519741e-117
"AT4G40040",5.64435153675243e-122,0.990425710969359,0.97,0.152,1.15951913619505e-117
"AT1G12780",5.93912652959645e-122,0.683557671396504,0.782,0.053,1.220074762975e-117
"AT5G58260",6.40681253846188e-122,1.74838791108167,0.714,0.021,1.31615149977622e-117
"AT2G21170",8.82369991232725e-122,1.08354745665349,0.981,0.163,1.81265267298939e-117
"AT5G42820",9.33033567724986e-122,2.15130643690088,0.717,0.023,1.91673085817744e-117
"AT5G28840",9.48562738407724e-122,1.02713145736949,0.809,0.066,1.94863243351099e-117
"AT3G01340",9.5271751789905e-122,1.18642359527648,0.749,0.038,1.95716759702002e-117
"AT1G78995",9.75994733801311e-122,1.6912841730637,0.709,0.019,2.00498598164803e-117
"AT2G46390",1.28043454214483e-121,0.590891573750708,0.84,0.08,2.63039667992812e-117
"AT2G21240",1.53397405606503e-121,1.03501630520378,0.772,0.049,3.1512429033744e-117
"AT3G07480",2.57483867584694e-121,0.296299227169652,0.861,0.089,5.28949109179237e-117
"AT4G16520",3.2473946237128e-121,0.71452214336787,0.945,0.131,6.6711227754932e-117
"AT1G16920",3.51226536006564e-121,3.03374009338753,0.696,0.015,7.21524672918284e-117
"AT1G79010",3.61962781077595e-121,0.796576331318571,0.807,0.066,7.43580141167704e-117
"AT3G32930",3.66270468920624e-121,0.729936757719707,0.946,0.131,7.52429424303639e-117
"AT2G21280",3.93355314561383e-121,1.12776499685262,0.749,0.038,8.08069822703448e-117
"AT1G76200",4.5587900068948e-121,0.695035569882795,0.95,0.131,9.36512231116399e-117
"AT3G29320",4.73954738084746e-121,0.796139297396628,0.784,0.055,9.73645218447495e-117
"AT5G19940",4.9391909642198e-121,1.64451754449159,0.998,0.323,1.01465799977967e-116
"AT3G25920",4.9580571080408e-121,1.72262252675011,0.991,0.23,1.01853367170482e-116
"AT3G10860",5.01370240164496e-121,0.528894747453687,0.839,0.08,1.02996488436992e-116
"AT4G02580",5.21568126947118e-121,0.591971137750986,0.82,0.072,1.07145740318746e-116
"AT2G19750",5.42975124691535e-121,0.996773766696577,0.752,0.04,1.11543379865382e-116
"AT5G50950",6.17813654968969e-121,0.602149286676121,0.875,0.097,1.26917459140275e-116
"AT3G01500",6.20120892651271e-121,1.65843874959974,0.99,0.275,1.27391434977351e-116
"AT4G09620",6.45733127905489e-121,2.38546704342865,0.698,0.017,1.32652956465625e-116
"AT5G47030",6.80567136472765e-121,0.851513087621544,0.947,0.131,1.398089068456e-116
"AT3G46630",6.84909489435403e-121,1.16352742661994,0.715,0.023,1.40700956414715e-116
"AT3G48030",8.01671203549649e-121,1.97668982414996,0.715,0.023,1.64687315345204e-116
"AT4G28350",8.15016576035038e-121,-7.73543229710611,0.046,0.45,1.67428855214878e-116
"AT3G02720",1.2610170212722e-120,1.72311571892983,0.71,0.021,2.59050726679947e-116
"AT3G52870",1.27272607386314e-120,1.86576649613119,0.75,0.04,2.61456117353705e-116
"AT2G28840",1.29181320767673e-120,0.527650139844465,0.868,0.095,2.65377187253031e-116
"AT1G66410",1.32221809978338e-120,0.57800038751754,0.895,0.108,2.716232642385e-116
"AT5G13100",1.787871306595e-120,0.545408438476729,0.884,0.106,3.67282402513812e-116
"AT1G77710",1.87318030960945e-120,0.513145671018517,0.926,0.123,3.8480743100307e-116
"AT3G08010",2.16492503062227e-120,3.20048304334405,0.686,0.011,4.44740549040732e-116
"AT3G27160",2.27865135216308e-120,1.60773591953181,0.991,0.184,4.68103347274862e-116
"AT3G23700",2.49140668550473e-120,0.938473253497672,0.745,0.038,5.11809675403237e-116
"AT1G18060",2.69494006131206e-120,1.91382271432808,0.722,0.027,5.53621536795336e-116
"AT4G21450",3.13123845005219e-120,0.78547138470088,0.809,0.068,6.43250314794221e-116
"AT5G58250",3.83185209480636e-120,1.46787434978816,0.722,0.027,7.87177375836071e-116
"AT3G17020",3.92529339125519e-120,1.10205457415133,0.984,0.163,8.06373021365553e-116
"AT1G10670",4.07843856391576e-120,1.0205635627105,0.767,0.049,8.37833634185215e-116
"AT3G46640",4.54649412917623e-120,0.835040013345243,0.818,0.072,9.33986288956672e-116
"AT2G22080",4.84943483990835e-120,1.37712004674383,0.74,0.038,9.96219399162373e-116
"AT3G09735",5.15749218117241e-120,0.531070997551521,0.888,0.104,1.05950361877825e-115
"AT2G22540",5.41924079442501e-120,0.600697772809659,0.756,0.044,1.11327463639873e-115
"AT1G25260",5.44991374746182e-120,2.23948917674889,0.693,0.015,1.11957578114108e-115
"AT5G43940",6.57628625246743e-120,0.659528466577435,0.954,0.14,1.35096648484438e-115
"AT1G14810",7.50893552847926e-120,1.12082940292115,0.756,0.044,1.54256062561549e-115
"AT4G14210",7.99746697569043e-120,0.465371035245726,0.784,0.057,1.64291964081609e-115
"AT3G15780",8.35680710242912e-120,0.498151705548062,0.808,0.068,1.71673888305202e-115
"AT5G24590",9.15071963867428e-120,0.501666794618236,0.874,0.099,1.87983233537286e-115
"AT3G46780",1.14174830956694e-119,1.64419343076589,0.996,0.235,2.34549355234337e-115
"AT3G53430",1.14813469587759e-119,1.20310855760797,0.739,0.036,2.35861310574132e-115
"AT2G20820",1.22647557029906e-119,0.375871829262836,0.897,0.108,2.51954876406535e-115
"AT3G10130",1.27977739368706e-119,0.99220640476406,0.771,0.051,2.62904669985132e-115
"AT4G02920",1.63182152231027e-119,0.617236635707173,0.824,0.076,3.35225095328198e-115
"AT5G27280",1.67568827744291e-119,0.998315321932555,0.978,0.165,3.44236642835097e-115
"AT2G20930",1.70361807153252e-119,1.30291234139589,0.742,0.038,3.49974260434925e-115
"AT1G24360",1.71337005801403e-119,1.73341407953864,0.705,0.021,3.51977611017822e-115
"AT5G23040",1.88712777487556e-119,0.336781389574613,0.816,0.072,3.87672658792687e-115
"AT1G70780",2.13296398701077e-119,0.926446073979884,0.883,0.108,4.38174791851623e-115
"AT5G03455",2.17263631290965e-119,0.522760423958512,0.888,0.106,4.46324677761029e-115
"AT5G47770",2.32691180725185e-119,2.95799144504938,0.682,0.011,4.78017492563747e-115
"AT3G62030",2.49031165746821e-119,1.73363394071455,0.986,0.22,5.11584723793694e-115
"AT4G20360",2.59231979620714e-119,0.609829099357028,0.959,0.14,5.32540255734834e-115
"AT1G74360",2.72476288943293e-119,-7.23357447736325,0.055,0.463,5.59748040376206e-115
"AT5G45390",2.89226702266929e-119,0.359122825025124,0.915,0.118,5.94158414466953e-115
"AT5G58330",3.07002230726465e-119,0.416917611179215,0.849,0.089,6.30674682581378e-115
"AT3G08610",3.10454662351757e-119,1.17785479457914,0.976,0.154,6.37767012869215e-115
"AT5G59613",3.63117243271901e-119,1.01356911582969,0.979,0.152,7.45951752853466e-115
"AT2G43550",3.67371218545957e-119,3.47977598812418,0.685,0.013,7.54690694258959e-115
"AT3G59980",3.96154018785304e-119,2.887767862829,0.682,0.011,8.13819200790651e-115
"AT2G34510",5.44036170686022e-119,1.8500303195716,0.734,0.036,1.11761350544029e-114
"AT4G17170",5.92872970632216e-119,0.677517576796984,0.957,0.142,1.21793894356976e-114
"AT5G23120",6.02235782096646e-119,1.09763059131424,0.974,0.154,1.23717296716114e-114
"AT1G71730",6.42437874021814e-119,3.13536964707245,0.689,0.015,1.31976012460301e-114
"AT5G60390",8.20997276656307e-119,1.50855269289797,0.991,0.224,1.68657470543505e-114
"AT1G16240",8.54090250078325e-119,0.478151593325257,0.912,0.118,1.7545576007359e-114
"AT5G58060",1.01752507648451e-118,0.475113446811441,0.834,0.082,2.09030176462212e-114
"AT5G13780",1.02533271935557e-118,1.15156523134002,0.763,0.049,2.10634100537215e-114
"AT1G75350",1.03172424200594e-118,1.08717812517881,0.984,0.169,2.1194711103528e-114
"AT1G32060",1.2030031613046e-118,1.13678145624501,0.978,0.159,2.47132939426804e-114
"AT3G46970",1.54857971850496e-118,0.313115022290594,0.855,0.093,3.18124731572475e-114
"AT4G24930",1.60159468090881e-118,0.593625233625948,0.776,0.055,3.29015595299098e-114
"AT1G09640",1.82833202190912e-118,0.841325421471042,0.789,0.061,3.75594247260791e-114
"AT2G27030",1.87317200134645e-118,0.699381909771375,0.786,0.061,3.84805724236601e-114
"AT2G39730",1.87472016677138e-118,1.24232288910707,0.999,0.632,3.85123763859844e-114
"AT5G19370",2.20116266479824e-118,1.45435480819755,0.712,0.027,4.52184846229503e-114
"AT5G27470",2.25915692476178e-118,0.936521744843108,0.752,0.044,4.64098607053812e-114
"AT1G26550",2.38025096739866e-118,0.439991709816361,0.818,0.074,4.88974956232708e-114
"AT5G42850",3.9268467023093e-118,0.353173117401566,0.813,0.072,8.066921180554e-114
"AT4G22310",5.58818021330301e-118,1.01533633772196,0.755,0.047,1.14797986121884e-113
"AT3G11400",8.09107122771209e-118,1.14741772181642,0.718,0.03,1.66214876230889e-113
"AT5G45630",8.6206722915601e-118,2.06505420938242,0.712,0.027,1.77094470885519e-113
"AT5G39950",1.25931775017845e-117,0.290491196821682,0.866,0.097,2.58701645419159e-113
"AT5G14320",1.29263276985564e-117,1.64366184037431,0.994,0.26,2.65545549911443e-113
"AT5G15970",1.50845602758469e-117,1.44458866712499,1,0.884,3.09882121746724e-113
"AT4G17490",2.00526445467478e-117,1.67504486935787,0.95,0.175,4.11941476923839e-113
"AT5G14680",2.2314221882584e-117,2.40462282263416,0.678,0.013,4.58401060133923e-113
"AT3G26900",2.59422453017201e-117,1.14640891750077,0.718,0.032,5.32931545233235e-113
"AT1G31170",2.65824652006239e-117,0.613489694779084,0.774,0.057,5.46083582616417e-113
"AT1G06190",2.72889339737076e-117,1.29365696666738,0.722,0.034,5.60596570621876e-113
"AT5G67490",2.79186056647914e-117,0.623955240388898,0.855,0.093,5.7353191617181e-113
"AT2G37120",2.87481979681616e-117,1.46537443730872,0.702,0.023,5.90574230859943e-113
"AT1G28370",3.13794947431031e-117,2.23716174939409,0.697,0.021,6.44628960507567e-113
"AT3G52380",3.30318875001938e-117,0.627390443635396,0.791,0.066,6.78574064916481e-113
"AT3G62290",3.92183796066601e-117,1.1004695637772,0.977,0.169,8.05663172259619e-113
"AT4G26840",4.29890470748346e-117,0.976039536113686,0.729,0.036,8.83123994058326e-113
"AT5G55940",4.40124728470167e-117,1.1141494432135,0.725,0.034,9.04148229696265e-113
"AT2G36900",6.93894643802942e-117,1.22203464370757,0.734,0.04,1.42546776676438e-112
"AT5G23060",7.42910507890526e-117,0.498742780266884,0.802,0.07,1.52616105635951e-112
"AT1G20823",7.8139092615299e-117,1.907587238551,0.761,0.055,1.60521137959609e-112
"AT4G30530",9.60174349672702e-117,-1.66799917466258,0.987,0.964,1.97248616653263e-112
"AT2G29290",1.05654785826064e-116,1.78435352733849,0.7,0.023,2.17046626522483e-112
"AT5G52440",1.16375219807375e-116,1.80874760915234,0.695,0.021,2.39069614050289e-112
"AT4G35450",1.22177185539317e-116,0.553554007538682,0.947,0.137,2.50988592253418e-112
"AT2G01090",1.27307446735915e-116,1.02153061940799,0.73,0.038,2.6152768782959e-112
"AT1G30580",1.29734245600986e-116,0.61646343923106,0.82,0.078,2.66513060738105e-112
"AT1G43890",1.53553224482762e-116,0.322006013539623,0.788,0.063,3.15444389054939e-112
"AT3G15190",1.59924037860588e-116,1.59215066109852,0.986,0.199,3.28531950977005e-112
"AT1G17380",1.74105274462105e-116,0.947528063926569,0.865,0.104,3.57664465327502e-112
"AT2G35795",2.1996582174032e-116,0.988794923149643,0.74,0.042,4.51875787601139e-112
"AT4G34090",2.88126798890234e-116,1.69017126647043,0.69,0.019,5.91898882960208e-112
"AT1G79750",2.92691171152074e-116,1.2621794778025,0.715,0.032,6.01275472897705e-112
"AT3G52730",3.14735259896937e-116,0.26952067605631,0.842,0.089,6.46560644406278e-112
"AT2G39570",3.78617582679206e-116,0.488395630468461,0.831,0.087,7.77794100097894e-112
"AT5G01350",3.95996683349715e-116,0.916674867371842,0.962,0.15,8.1349598660532e-112
"AT1G16210",4.89175837599425e-116,0.486886724823161,0.776,0.059,1.0049139231805e-111
"AT2G37220",4.95970713749945e-116,1.0271827890922,0.977,0.159,1.01887263725651e-111
"AT5G67480",4.9840950972707e-116,1.50508706171519,0.759,0.053,1.02388265583232e-111
"AT5G03050",5.25845904872012e-116,1.86869243192376,0.69,0.021,1.08024524237857e-111
"AT3G56680",5.48999384976647e-116,0.355910298961125,0.79,0.066,1.12780943655753e-111
"AT1G02160",5.91925984697625e-116,0.863995278639724,0.739,0.042,1.21599355036433e-111
"AT3G59060",7.50310000653533e-116,1.59904145299446,0.728,0.038,1.54136183434255e-111
"AT2G32520",9.7090547983626e-116,1.76441114142809,0.715,0.032,1.99453112722763e-111
"AT3G06050",1.06552033451414e-115,0.304328287929107,0.811,0.076,2.18889842319241e-111
"AT4G26370",1.09445340161091e-115,2.04097602951437,0.675,0.015,2.2483356229293e-111
"AT2G27730",1.10476372348957e-115,0.617179308551978,0.78,0.061,2.26951611716463e-111
"AT2G03870",1.47680727125708e-115,1.11801423405096,0.712,0.032,3.03380517734341e-111
"AT4G02450",1.62827417393044e-115,0.398783288509756,0.834,0.087,3.3449636355053e-111
"AT2G46820",1.69265538849512e-115,1.41406987065877,0.998,0.488,3.47722196458552e-111
"AT2G17390",1.91856084961803e-115,0.955952562912041,0.761,0.055,3.94129955337032e-111
"AT3G07790",1.92987613866032e-115,0.306387655535155,0.842,0.091,3.9645445516499e-111
