,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,significant,p_val_adj_plot,gene,cluster
1,0,5.051106141,0.883,0.108,0,Yes,1.00E-300,AT1G14880,"6, 8, 9, 10, 13, 17"
2,0,5.296799983,0.836,0.076,0,Yes,1.00E-300,AT2G24850,"6, 8, 9, 10, 11, 12, 13, 17"
3,0,4.281537847,0.762,0.106,0,Yes,1.00E-300,AT2G39030,"6, 8, 10, 11, 12, 13"
4,0,3.673388648,0.743,0.16,0,Yes,1.00E-300,AT1G43160,"6, 8, 9, 10, 11, 12, 13"
5,0,3.97364926,0.816,0.25,0,Yes,1.00E-300,AT4G08870,"6, 7, 8, 11, 12, 13"
6,0,5.902146084,0.579,0.032,0,Yes,1.00E-300,AT5G03350,"6, 8, 11, 12, 13, 18"
7,0,4.561139412,0.647,0.148,0,Yes,1.00E-300,AT3G60415,"6, 8, 9, 10, 11, 12, 13, 17"
8,0,2.89838095,0.957,0.475,0,Yes,1.00E-300,AT5G42530,"6, 8, 10, 11, 12, 13"
9,0,2.987627787,0.753,0.291,0,Yes,1.00E-300,AT4G02520,"6, 9, 10, 13, 17"
10,0,2.39745976,0.914,0.466,0,Yes,1.00E-300,AT4G23600,"6, 8, 11, 12, 13"
11,0,6.05063289,0.452,0.01,0,Yes,1.00E-300,AT2G14560,"6, 8, 9, 11, 12, 13, 17"
12,0,2.835102852,0.646,0.206,0,Yes,1.00E-300,AT3G55970,"8, 9, 10, 11, 12, 13, 17"
13,0,4.047713506,0.471,0.037,0,Yes,1.00E-300,AT2G14610,"6, 9, 10, 13"
14,0,3.309575904,0.54,0.116,0,Yes,1.00E-300,AT2G34500,"6, 9, 10"
15,0,2.6465768,0.916,0.494,0,Yes,1.00E-300,AT1G31580,"6, 8, 9, 11, 12, 13"
16,0,3.923493037,0.445,0.035,0,Yes,1.00E-300,AT3G22235,"6, 8, 9, 10, 11, 12, 13, 17"
17,0,3.092771917,0.537,0.129,0,Yes,1.00E-300,AT1G13340,"6, 8, 9, 10, 12, 13, 17"
18,0,-1.834214693,0.302,0.691,0,Yes,1.00E-300,AT2G45180,"1, 3, 4, 5"
19,0,-1.875894554,0.206,0.591,0,Yes,1.00E-300,AT3G16240,"1, 3, 4, 5, 7, 14, 18"
20,0,1.946599098,0.753,0.369,0,Yes,1.00E-300,AT4G37990,"0, 6, 9, 10, 12"
21,0,3.671681774,0.431,0.048,0,Yes,1.00E-300,AT2G43570,"6, 9, 10, 13"
22,0,3.843465832,0.469,0.086,0,Yes,1.00E-300,AT3G03470,"6, 8, 9, 10, 11, 12, 13, 17"
23,0,-2.02909612,0.426,0.804,0,Yes,1.00E-300,AT1G72610,"1, 3, 4, 5, 14"
24,0,2.221500347,0.59,0.22,0,Yes,1.00E-300,AT1G15520,"6, 9, 10, 14"
25,0,3.911314574,0.525,0.155,0,Yes,1.00E-300,AT5G43150,"8, 9, 11, 12, 13, 16"
26,0,-1.437453218,0.443,0.805,0,Yes,1.00E-300,AT1G20450,"1, 3, 7, 16, 18"
27,0,-1.710583411,0.384,0.745,0,Yes,1.00E-300,AT3G26520,"1, 3, 4, 7, 14"
28,0,4.370243806,0.417,0.057,0,Yes,1.00E-300,AT3G56400,"8, 9, 11, 13, 16, 17"
29,0,-1.684403602,0.514,0.871,0,Yes,1.00E-300,AT2G33830,"1, 4, 5, 7, 16, 18"
30,0,1.913095264,0.575,0.218,0,Yes,1.00E-300,AT2G41090,"8, 9, 11, 12, 13"
31,0,3.256820103,0.431,0.075,0,Yes,1.00E-300,AT4G11890,"8, 9, 10, 12, 13, 17"
32,0,2.297683665,0.661,0.307,0,Yes,1.00E-300,AT4G27410,"6, 8, 9, 11, 12, 13, 15, 16"
33,0,4.196543772,0.413,0.069,0,Yes,1.00E-300,AT1G19670,"6, 8, 11, 12, 13"
34,0,3.072746644,0.438,0.094,0,Yes,1.00E-300,AT1G69930,"6, 9, 10, 17"
35,0,-1.086047741,0.418,0.756,0,Yes,1.00E-300,AT1G22810,"2, 3, 4, 5, 7"
36,0,3.987427813,0.4,0.065,0,Yes,1.00E-300,AT5G24530,"8, 9, 11, 12, 13, 17"
37,0,1.667551275,0.72,0.386,0,Yes,1.00E-300,AT2G29460,"0, 6, 8, 9, 10, 12, 13"
38,0,3.115811068,0.994,0.661,0,Yes,1.00E-300,AT2G25510,"6, 8, 9, 10, 11, 12, 13"
39,0,-1.888274785,0.49,0.821,0,Yes,1.00E-300,AT5G57560,"2, 3, 4, 14, 16, 17"
40,0,3.247672827,0.381,0.054,0,Yes,1.00E-300,AT5G13080,"6, 9, 10, 17, 18"
41,0,1.152657535,0.531,0.208,0,Yes,1.00E-300,AT4G30270,"3, 6, 8, 10, 12, 13, 14, 17"
42,0,2.226258019,0.446,0.124,0,Yes,1.00E-300,AT2G30550,"6, 9, 10, 13, 14"
43,0,2.466343376,0.45,0.131,0,Yes,1.00E-300,AT1G57630,"9, 10, 12, 13"
44,0,1.520221166,0.445,0.126,0,Yes,1.00E-300,AT3G22600,"6, 9, 10, 14"
45,0,-2.090099023,0.183,0.501,0,Yes,1.00E-300,AT3G10720,"0, 2, 3, 14"
46,0,1.885137625,0.491,0.175,0,Yes,1.00E-300,AT5G24770,"4, 8, 11, 12"
47,0,-2.177188926,0.152,0.467,0,Yes,1.00E-300,AT2G06850,"1, 3, 4, 5, 14"
48,0,1.387450049,0.679,0.364,0,Yes,1.00E-300,AT2G43510,"6, 9, 10, 12, 13, 14"
49,0,-1.962215589,0.234,0.548,0,Yes,1.00E-300,AT4G26530,"1, 2, 4, 5"
50,0,-1.447042273,0.305,0.619,0,Yes,1.00E-300,AT4G04330,"1, 2, 4, 5"
51,0,-1.702873371,0.216,0.528,0,Yes,1.00E-300,AT5G16030,"1, 2, 4, 5"
52,0,4.932093625,0.351,0.041,0,Yes,1.00E-300,AT1G80160,"8, 10, 11, 12, 13"
53,0,-1.563914985,0.336,0.644,0,Yes,1.00E-300,AT5G02160,"1, 2, 4, 5"
54,0,-1.623715494,0.482,0.788,0,Yes,1.00E-300,AT2G28900,"1, 2, 4, 5, 7"
55,0,-1.626465974,0.461,0.766,0,Yes,1.00E-300,AT4G30650,"1, 2, 4, 5, 7"
56,0,-1.572469556,0.346,0.65,0,Yes,1.00E-300,AT3G55840,"2, 5, 7, 17, 18"
57,0,4.336450291,0.327,0.023,0,Yes,1.00E-300,AT1G17745,"9, 10, 11, 12, 13, 17"
58,0,2.632350778,0.412,0.109,0,Yes,1.00E-300,AT1G03850,"6, 9, 10, 12, 13"
59,0,2.912479023,0.347,0.044,0,Yes,1.00E-300,AT1G21250,"8, 9, 10, 12, 13, 17"
60,0,-1.607374774,0.375,0.677,0,Yes,1.00E-300,AT4G32340,"1, 2, 4, 5"
61,0,-1.610697981,0.219,0.52,0,Yes,1.00E-300,AT1G55330,"0, 2, 4, 5, 18"
62,0,-1.549523601,0.396,0.685,0,Yes,1.00E-300,AT4G34410,"2, 4, 7, 14, 15, 16, 17"
63,0,-1.484003487,0.494,0.782,0,Yes,1.00E-300,AT1G28330,"1, 2, 4, 5, 7, 16, 18"
64,0,3.602348325,0.395,0.108,0,Yes,1.00E-300,AT5G24210,"6, 8, 9, 11, 12, 13, 17"
65,0,-1.348630847,0.458,0.745,0,Yes,1.00E-300,AT1G19380,"0, 2, 3, 5, 7, 14"
66,0,5.170758471,0.299,0.012,0,Yes,1.00E-300,AT2G04450,"9, 10, 13, 17"
67,0,-1.662933728,0.557,0.843,0,Yes,1.00E-300,AT3G63160,"1, 2, 4, 5"
68,0,3.901144279,0.321,0.036,0,Yes,1.00E-300,AT1G02450,"8, 9, 10, 11, 12, 13"
69,0,-1.858711506,0.2,0.483,0,Yes,1.00E-300,AT1G78850,"2, 3, 14, 15, 16"
70,0,1.929356148,0.592,0.31,0,Yes,1.00E-300,AT3G13910,"0, 9, 10, 12, 13, 16"
71,0,3.721066807,0.322,0.041,0,Yes,1.00E-300,AT1G15790,"9, 10, 11, 12, 13, 17"
72,0,3.172142062,0.312,0.031,0,Yes,1.00E-300,AT3G26830,"6, 9, 10, 13"
73,0,5.807211569,0.288,0.007,0,Yes,1.00E-300,AT5G26690,"9, 11, 12, 13"
74,0,-1.752326448,0.22,0.496,0,Yes,1.00E-300,AT2G15970,"1, 3, 4, 7, 14, 18"
75,0,1.677647874,0.761,0.485,0,Yes,1.00E-300,AT2G25450,"6, 7, 8, 10, 11, 12, 13, 16"
76,0,-1.328381744,0.64,0.916,0,Yes,1.00E-300,AT2G38870,"0, 2, 3, 7, 14"
77,0,1.447709248,0.844,0.569,0,Yes,1.00E-300,AT5G26340,"6, 8, 9, 10, 12, 14, 16, 18"
78,0,1.830691518,0.365,0.095,0,Yes,1.00E-300,AT1G52400,"6, 8, 11, 12"
79,0,1.527931347,0.472,0.202,0,Yes,1.00E-300,AT1G33110,"0, 6, 8, 10, 11, 12, 13, 14"
80,0,2.839351421,0.453,0.184,0,Yes,1.00E-300,AT2G34070,"6, 8, 11, 12, 13"
81,0,4.27028994,0.295,0.026,0,Yes,1.00E-300,AT3G18250,"9, 10, 13"
82,0,-1.631148165,0.198,0.465,0,Yes,1.00E-300,AT3G14210,"1, 3, 4, 5, 14"
83,0,3.712339801,0.301,0.034,0,Yes,1.00E-300,AT4G22305,"9, 10, 11, 12, 13"
84,0,-1.291246475,0.363,0.629,0,Yes,1.00E-300,AT3G05490,"2, 3, 5, 7, 15, 16, 17"
85,0,2.306902273,0.507,0.243,0,Yes,1.00E-300,AT5G65660,"8, 9, 11, 12, 13, 15, 16"
86,0,4.921813286,0.284,0.02,0,Yes,1.00E-300,AT5G07010,"8, 11, 12, 13"
87,0,1.869492689,0.631,0.368,0,Yes,1.00E-300,AT2G33380,"7, 8, 11, 12, 16, 18"
88,0,4.532650936,0.305,0.044,0,Yes,1.00E-300,AT5G22390,"8, 11, 12, 13"
89,0,-1.50930606,0.66,0.92,0,Yes,1.00E-300,AT1G07135,"2, 3, 7, 14, 16"
90,0,-1.572432065,0.193,0.453,0,Yes,1.00E-300,AT1G20010,"1, 2, 4, 5"
91,0,4.553121514,0.305,0.045,0,Yes,1.00E-300,AT4G16690,"8, 10, 11, 12, 13"
92,0,3.45472802,0.339,0.08,0,Yes,1.00E-300,AT3G47540,"6, 9, 10, 13, 16, 17"
93,0,2.766948252,0.59,0.331,0,Yes,1.00E-300,AT3G61430,"6, 8, 11, 12, 13"
94,0,-1.826467816,0.128,0.386,0,Yes,1.00E-300,AT1G65390,"0, 2, 3, 4, 5, 7"
95,0,3.403781021,0.39,0.133,0,Yes,1.00E-300,AT3G52430,"9, 13, 17"
96,0,3.276579128,0.312,0.055,0,Yes,1.00E-300,AT5G02600,"8, 10, 11, 12, 13, 15"
97,0,2.210765955,0.54,0.284,0,Yes,1.00E-300,AT3G57520,"6, 8, 10, 11, 12, 13"
98,0,2.870644037,0.367,0.111,0,Yes,1.00E-300,AT1G74100,"9, 10, 11, 12, 13, 16"
99,0,-1.476627904,0.396,0.652,0,Yes,1.00E-300,AT5G38430,"1, 2, 4, 5"
100,0,3.397639173,0.355,0.099,0,Yes,1.00E-300,AT5G60800,"9, 11, 12, 13, 17"
101,0,1.270180555,0.7,0.444,0,Yes,1.00E-300,AT1G52890,"7, 8, 9, 10, 11, 12, 16, 18"
102,0,-1.46603688,0.264,0.519,0,Yes,1.00E-300,AT3G46970,"0, 1, 2, 3, 4, 5"
103,0,-1.445174849,0.556,0.811,0,Yes,1.00E-300,AT5G24490,"1, 4, 5"
104,0,-1.555233984,0.335,0.59,0,Yes,1.00E-300,AT4G24570,"1, 4, 5, 7, 16, 17"
105,0,2.839409008,0.357,0.103,0,Yes,1.00E-300,AT2G35810,"8, 9, 10, 11, 12, 13"
106,0,-1.275183318,0.572,0.825,0,Yes,1.00E-300,AT1G54410,"1, 7, 15, 16, 18"
107,0,2.551451534,0.342,0.09,0,Yes,1.00E-300,AT4G26060,"9, 10, 11, 12, 13, 18"
108,0,1.474957498,0.629,0.377,0,Yes,1.00E-300,AT5G22060,"0, 6, 8, 9, 10, 12, 13, 16, 17"
109,0,3.047758225,0.317,0.069,0,Yes,1.00E-300,AT1G72680,"9, 10, 11, 12, 13, 17"
110,0,-1.529707529,0.314,0.561,0,Yes,1.00E-300,AT5G59730,"0, 2, 3, 7, 16"
111,0,2.380389288,0.639,0.392,0,Yes,1.00E-300,AT4G21980,"8, 9, 10, 11, 12, 13"
112,0,-1.68897552,0.276,0.523,0,Yes,1.00E-300,AT4G35770,"1, 2, 3, 4, 5"
113,0,-2.193191078,0.094,0.34,0,Yes,1.00E-300,AT2G38465,"1, 2, 4, 5"
114,0,-1.367387615,0.442,0.687,0,Yes,1.00E-300,AT3G21070,"0, 2, 7"
115,0,-1.368042947,0.493,0.738,0,Yes,1.00E-300,AT1G15010,"0, 2, 5, 7, 17"
116,0,2.123549905,0.31,0.065,0,Yes,1.00E-300,AT4G20110,"6, 9, 10, 13"
117,0,5.683974776,0.255,0.011,0,Yes,1.00E-300,AT5G01210,"10, 11, 12, 13"
118,0,1.718326657,0.666,0.423,0,Yes,1.00E-300,AT1G13990,"6, 8, 9, 10, 11, 12, 13"
119,0,-1.369754474,0.352,0.594,0,Yes,1.00E-300,AT1G10760,"0, 1, 2, 3, 5"
120,0,2.436369548,0.366,0.124,0,Yes,1.00E-300,AT2G38860,"6, 8, 9, 10, 13, 17"
121,0,2.769275557,0.403,0.162,0,Yes,1.00E-300,AT5G10380,"9, 12, 13, 17"
122,0,4.112951407,0.285,0.044,0,Yes,1.00E-300,AT4G02360,"8, 10, 11, 12, 13"
123,0,-1.242684817,0.34,0.581,0,Yes,1.00E-300,AT4G30660,"1, 4, 5, 18"
124,0,-1.262955913,0.439,0.679,0,Yes,1.00E-300,AT2G29630,"0, 1, 2, 3, 14"
125,0,5.552853309,0.25,0.01,0,Yes,1.00E-300,AT1G33960,"6, 9, 10, 13"
126,0,-2.055272301,0.162,0.401,0,Yes,1.00E-300,AT5G15960,"1, 2, 4, 5, 7"
127,0,1.6479566,0.307,0.069,0,Yes,1.00E-300,AT2G46650,"7, 9, 10, 13, 16"
128,0,2.637249246,0.599,0.361,0,Yes,1.00E-300,AT3G29240,"6, 8, 9, 11, 12, 13, 17, 18"
129,0,2.028426081,0.413,0.175,0,Yes,1.00E-300,AT3G29575,"6, 9, 10, 11, 12, 13, 18"
130,0,2.315125184,0.328,0.092,0,Yes,1.00E-300,AT4G08470,"9, 10, 11, 12, 13, 17"
131,0,2.515818626,0.295,0.061,0,Yes,1.00E-300,AT3G21690,"9, 10, 11, 12, 13"
132,0,3.531566066,0.28,0.047,0,Yes,1.00E-300,AT2G46680,"8, 11, 12, 13, 16, 18"
133,0,1.662745243,0.338,0.105,0,Yes,1.00E-300,AT4G35180,"6, 10, 12, 16"
134,0,3.587607547,0.27,0.038,0,Yes,1.00E-300,AT1G19960,"8, 11, 12, 13"
135,0,1.805748358,0.38,0.148,0,Yes,1.00E-300,AT2G37760,"6, 9, 10, 11, 12, 13, 16"
136,0,1.363438019,0.594,0.362,0,Yes,1.00E-300,AT2G41410,"8, 9, 10, 11, 12, 13, 16, 17"
137,0,4.41263398,0.264,0.033,0,Yes,1.00E-300,AT1G77760,"8, 9, 10, 11, 12, 13"
138,0,2.061342401,0.446,0.215,0,Yes,1.00E-300,AT3G60450,"9, 12, 13, 17"
139,0,3.093523751,0.306,0.079,0,Yes,1.00E-300,AT1G48320,"9, 11, 12, 13, 17"
140,0,-1.164456636,0.503,0.726,0,Yes,1.00E-300,AT1G20440,"1, 2, 7, 16, 17, 18"
141,0,3.456998836,0.262,0.04,0,Yes,1.00E-300,AT2G47130,"9, 10, 12, 13, 17"
142,0,2.439772353,0.451,0.231,0,Yes,1.00E-300,AT3G59940,"6, 8, 11, 12, 13"
143,0,-1.87051399,0.767,0.987,0,Yes,1.00E-300,AT2G34430,"1, 2, 4, 5"
144,0,2.897295943,0.319,0.1,0,Yes,1.00E-300,AT5G14180,"8, 10, 11, 12, 13"
145,0,1.660947165,0.561,0.347,0,Yes,1.00E-300,AT3G08690,"9, 10, 12, 13, 16, 17, 18"
146,0,-1.34123486,0.514,0.727,0,Yes,1.00E-300,AT1G55450,"0, 1, 2, 4, 5, 7"
147,0,1.479934408,0.853,0.643,0,Yes,1.00E-300,AT3G45140,"8, 10, 11, 12, 13"
148,0,2.875991262,0.25,0.042,0,Yes,1.00E-300,AT5G60950,"9, 10, 11, 12, 13"
149,0,2.549114969,0.257,0.051,0,Yes,1.00E-300,AT3G26170,"10, 11, 12, 13"
150,0,2.038990865,0.593,0.387,0,Yes,1.00E-300,AT2G29400,"6, 8, 9, 10, 11, 12, 13, 17"
151,0,2.495988107,0.271,0.067,0,Yes,1.00E-300,AT3G26180,"9, 10, 11, 12, 13"
152,0,1.616904606,0.61,0.41,0,Yes,1.00E-300,AT5G54390,"6, 7, 8, 9, 11, 12, 13, 16"
153,0,-1.138666862,0.521,0.721,0,Yes,1.00E-300,AT1G20020,"0, 1, 2, 3, 4, 5"
154,0,1.543441351,0.582,0.387,0,Yes,1.00E-300,AT5G16880,"6, 9, 10, 11, 12, 13, 18"
155,0,1.837648226,0.715,0.521,0,Yes,1.00E-300,AT5G39950,"8, 9, 10, 11, 12, 13, 18"
156,0,1.668490028,0.63,0.437,0,Yes,1.00E-300,AT4G21790,"6, 8, 10, 11, 12, 13"
157,0,1.911104323,0.618,0.426,0,Yes,1.00E-300,AT4G35090,"6, 8, 11, 12, 13"
158,0,-1.376593825,0.783,0.974,0,Yes,1.00E-300,AT2G21660,"1, 4, 5, 7, 16, 18"
159,0,1.663855532,0.603,0.415,0,Yes,1.00E-300,AT1G32210,"9, 10, 11, 12, 13"
160,0,1.732179286,0.53,0.342,0,Yes,1.00E-300,AT2G40600,"9, 10, 11, 12, 13"
161,0,1.385997704,0.727,0.541,0,Yes,1.00E-300,AT1G77370,"9, 10, 11, 12, 13, 14"
162,0,-1.039513968,0.511,0.691,0,Yes,1.00E-300,AT5G17870,"1, 2, 4, 5"
163,0,1.340217135,0.682,0.504,0,Yes,1.00E-300,AT5G19590,"8, 9, 10, 11, 12, 13, 18"
164,0,1.268054089,0.75,0.577,0,Yes,1.00E-300,AT3G22890,"7, 8, 9, 10, 11, 13, 16"
165,0,1.472446314,0.606,0.435,0,Yes,1.00E-300,AT5G42790,"9, 10, 11, 12, 13, 18"
166,0,1.76618694,0.67,0.5,0,Yes,1.00E-300,AT4G01850,"8, 9, 10, 11, 12, 13, 16"
167,0,-1.291514395,0.551,0.719,0,Yes,1.00E-300,AT1G29395,"1, 2, 4, 5"
168,0,1.595507195,0.708,0.548,0,Yes,1.00E-300,AT1G21770,"8, 9, 10, 11, 12, 13"
169,0,-0.959558967,0.585,0.744,0,Yes,1.00E-300,AT3G03150,"1, 4, 5, 7, 16, 18"
170,0,1.642861814,0.652,0.494,0,Yes,1.00E-300,AT2G26740,"8, 9, 10, 11, 12, 13, 16"
171,0,1.472708514,0.736,0.581,0,Yes,1.00E-300,AT1G15120,"8, 9, 10, 11, 12, 13"
172,0,1.621062838,0.678,0.525,0,Yes,1.00E-300,AT1G53560,"8, 10, 11, 12, 13"
173,0,1.214804394,0.751,0.602,0,Yes,1.00E-300,AT2G43970,"6, 8, 9, 11, 12, 13"
174,0,-0.9493899,0.763,0.911,0,Yes,1.00E-300,AT2G17840,"0, 2, 5, 7, 17"
175,0,1.471482663,0.767,0.62,0,Yes,1.00E-300,AT1G22840,"9, 10, 11, 12, 13"
176,0,1.552386251,0.642,0.499,0,Yes,1.00E-300,AT3G61440,"8, 9, 10, 11, 12, 13"
177,0,1.240048331,0.751,0.611,0,Yes,1.00E-300,AT5G55850,"0, 9, 10, 12, 13"
178,0,1.197689948,0.753,0.618,0,Yes,1.00E-300,AT1G66240,"8, 9, 10, 11, 12, 13, 18"
179,0,1.431666017,0.65,0.516,0,Yes,1.00E-300,AT3G42790,"9, 10, 11, 12, 13"
180,0,0.940242351,0.818,0.686,0,Yes,1.00E-300,AT2G16600,"8, 9, 11, 12, 13, 15, 18"
181,0,1.277511355,0.739,0.61,0,Yes,1.00E-300,AT3G23600,"8, 9, 10, 11, 12, 13, 18"
182,0,2.390117641,0.993,0.865,0,Yes,1.00E-300,AT4G02380,"6, 9, 10, 12, 13"
183,0,1.198995971,0.69,0.568,0,Yes,1.00E-300,AT1G16890,"9, 10, 11, 12, 13, 16, 18"
184,0,-1.069496181,0.735,0.854,0,Yes,1.00E-300,AT1G71697,"0, 2, 3, 7"
185,0,1.089502583,0.786,0.667,0,Yes,1.00E-300,AT3G62290,"9, 10, 11, 12, 13, 18"
186,0,1.225473811,0.791,0.676,0,Yes,1.00E-300,AT1G65980,"8, 9, 10, 11, 12, 13, 18"
187,0,1.023843176,0.842,0.727,0,Yes,1.00E-300,AT3G48140,"8, 9, 10, 11, 12, 13"
188,0,0.681591127,0.971,0.861,0,Yes,1.00E-300,AT1G45145,"0, 7, 8, 9, 10, 13, 16"
189,0,1.043535035,0.933,0.825,0,Yes,1.00E-300,AT3G16640,"8, 9, 10, 11, 12, 13, 18"
190,0,1.044006413,0.737,0.629,0,Yes,1.00E-300,AT3G08580,"9, 10, 11, 12, 13"
191,0,1.061921331,0.911,0.805,0,Yes,1.00E-300,AT5G53300,"8, 9, 10, 11, 12, 13, 18"
192,0,-0.803127096,0.773,0.876,0,Yes,1.00E-300,AT5G64040,"1, 4, 5, 11"
193,0,0.947734945,0.849,0.752,0,Yes,1.00E-300,AT4G37830,"8, 9, 10, 11, 12, 13"
194,0,-1.250923897,0.88,0.974,0,Yes,1.00E-300,AT5G15970,"1, 2, 4, 5, 7, 16"
195,0,0.841448929,0.842,0.751,0,Yes,1.00E-300,AT1G75950,"9, 10, 11, 12, 13, 18"
196,0,0.956088755,0.763,0.675,0,Yes,1.00E-300,AT4G32470,"8, 9, 10, 11, 12, 13"
197,0,-0.720343116,0.886,0.966,0,Yes,1.00E-300,AT4G24380,"0, 2, 3, 7, 14, 15, 16"
198,0,1.014192532,0.973,0.897,0,Yes,1.00E-300,AT1G78380,"0, 9, 10, 12, 17"
199,0,0.357274482,0.917,0.852,0,No,1.00E-300,AT5G42980,"13, 15"
200,0,-0.805715943,0.952,0.994,0,Yes,1.00E-300,AT1G76680,"0, 2, 3, 7, 16"
201,0,-0.885606617,0.919,0.958,0,Yes,1.00E-300,AT5G54770,"1, 4, 5"
202,0,-0.828766644,0.953,0.981,0,Yes,1.00E-300,AT1G08380,"1, 4, 5"
203,0,0.990594896,0.998,0.974,0,Yes,1.00E-300,AT1G07590,"7, 8, 10, 11, 12, 13, 15, 16, 18"
204,0,-0.761044081,0.941,0.964,0,Yes,1.00E-300,AT1G55670,"1, 4, 5"
205,0,-0.774237254,0.966,0.987,0,Yes,1.00E-300,AT4G10340,"1, 4, 5"
206,0,-0.648787884,0.914,0.924,0,Yes,1.00E-300,ATCG01020,"1, 3, 6, 14"
207,0,-0.708051578,0.992,0.999,0,Yes,1.00E-300,AT1G29930,"1, 4, 5"
208,0,-0.669551614,0.979,0.985,0,Yes,1.00E-300,AT1G31330,"1, 4, 5"
209,1.97626258336499e-323,-0.628398069,0.979,0.992,4.05983622500669e-319,Yes,4.05983622500669e-319,AT3G54890,"1, 4, 5"
210,7.70742407512345e-322,-1.563454524,0.176,0.415,1.58333612775261e-317,Yes,1.58333612775261e-317,AT5G59570,"2, 4, 5, 7, 16, 17"
211,3.42288679438816e-320,-1.121760561,0.454,0.669,7.03163634171159e-316,Yes,7.03163634171159e-316,AT1G68840,"2, 4, 5, 7, 17"
212,3.57229224569055e-319,-0.942266043,0.606,0.779,7.33855996032209e-315,Yes,7.33855996032209e-315,AT1G25275,"0, 2, 3, 4, 5"
213,1.12699634649651e-317,2.202656123,0.427,0.219,2.31518859460778e-313,Yes,2.31518859460778e-313,AT4G38260,"9, 10, 11, 12, 13"
214,4.67463471645958e-317,-1.616863567,0.166,0.408,9.60310209802291e-313,Yes,9.60310209802291e-313,AT1G20823,"2, 3, 4, 5, 7, 16, 17, 18"
215,5.59380827782072e-317,1.716049749,0.494,0.286,1.14913603451271e-312,Yes,1.14913603451271e-312,AT2G17420,"6, 7, 8, 9, 10, 11, 12, 13"
216,1.16348556477011e-316,-0.980270272,0.402,0.645,2.39014839570725e-312,Yes,2.39014839570725e-312,AT4G27440,"1, 4, 5"
217,2.86613597685203e-316,1.190569682,0.7,0.567,5.88790313724712e-312,Yes,5.88790313724712e-312,AT2G20820,"7, 9, 10, 11, 12, 13"
218,5.60352150960483e-316,-0.788300986,0.811,0.868,1.15113142371812e-311,Yes,1.15113142371812e-311,AT3G21055,"1, 4, 5"
219,1.61004225421946e-312,2.910504179,0.302,0.1,3.31E-308,Yes,3.31E-308,AT5G65380,"8, 11, 12, 13"
220,3.69177299938197e-312,-0.808997706,0.773,0.887,7.58E-308,Yes,7.58E-308,AT5G64310,"3, 6, 7, 14, 15, 16, 17"
221,8.07710583617772e-312,1.910351612,0.373,0.154,1.66E-307,Yes,1.66E-307,AT2G39050,"9, 10, 11, 12, 13, 17, 18"
222,6.99392296135011e-311,0.923046501,0.871,0.711,1.44E-306,Yes,1.44E-306,AT5G51070,"0, 6, 9, 10, 12"
223,1.10543363872698e-310,2.159513823,0.28,0.08,2.27E-306,Yes,2.27E-306,AT1G49050,"9, 10, 11, 12, 13"
224,0.00E+00,-1.643367229,0.161,0.395,6.24E-305,Yes,6.24E-305,AT4G04340,"1, 2, 3, 4, 5, 14"
225,5.50E-308,1.456819202,0.606,0.459,1.13E-303,Yes,1.13E-303,AT5G11500,"9, 11, 12, 13, 18"
226,6.01E-308,1.682576081,0.544,0.361,1.24E-303,Yes,1.24E-303,AT3G01280,"8, 9, 10, 11, 12, 13"
227,1.05E-307,2.859476252,0.251,0.062,2.17E-303,Yes,2.17E-303,AT3G16990,"9, 11, 12, 13"
228,2.05E-307,1.444271324,0.539,0.348,4.21E-303,Yes,4.21E-303,AT3G56310,"6, 9, 10, 11, 12, 13, 18"
229,5.55E-306,0.645411795,0.9,0.829,1.14E-301,Yes,1.14E-301,AT5G42300,"7, 9, 10, 12, 13, 15, 16, 18"
230,8.38E-304,2.24707244,0.285,0.082,1.72E-299,Yes,1.72E-299,AT2G29470,"0, 9, 10"
231,2.23E-301,1.052055387,0.725,0.591,4.58E-297,Yes,4.58E-297,AT1G65820,"6, 9, 10, 13"
232,4.10E-301,-1.386899271,0.218,0.458,8.43E-297,Yes,8.43E-297,AT3G29320,"0, 1, 2, 3, 4, 5, 7, 15"
233,3.90E-300,2.374841816,0.34,0.135,8.01E-296,Yes,8.01E-296,AT1G31550,"6, 8, 9, 11, 12, 13"
234,1.09E-299,0.828276966,0.665,0.387,2.24E-295,Yes,2.24E-295,AT3G49120,"3, 6, 9, 10, 14, 18"
235,2.65E-299,1.734117035,0.435,0.218,5.45E-295,Yes,5.45E-295,AT3G07700,"6, 9, 10, 11, 12, 13, 17"
236,6.53E-299,-1.17153001,0.259,0.509,1.34E-294,Yes,1.34E-294,AT1G12090,"1, 3, 4, 5, 7"
237,9.06E-298,-1.267517309,0.344,0.565,1.86E-293,Yes,1.86E-293,AT1G53170,"2, 4, 5, 7, 16"
238,1.06E-297,-1.749427309,0.155,0.376,2.17E-293,Yes,2.17E-293,AT4G23400,"1, 4, 5"
239,4.63E-297,1.485268596,0.632,0.446,9.51E-293,Yes,9.51E-293,AT1G54130,"0, 6, 9, 10, 12, 13"
240,2.24E-296,0.814783331,0.827,0.683,4.61E-292,Yes,4.61E-292,AT2G32150,"7, 8, 9, 11, 12, 13"
241,7.38E-296,2.408491477,0.285,0.088,1.52E-291,Yes,1.52E-291,AT4G15765,"7, 8, 11, 12, 13"
