,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,significant,p_val_adj_plot,gene,cluster
709,6.29E-147,0.786244161,0.639,0.558,1.29E-142,Yes,1.29E-142,AT5G16110,"7, 9, 10, 12, 16, 18"
710,7.90E-147,-0.750749774,0.431,0.572,1.62E-142,Yes,1.62E-142,AT5G14910,"1, 2, 4, 5"
711,9.79E-147,1.153883591,0.444,0.311,2.01E-142,Yes,2.01E-142,AT1G76150,"6, 9, 10, 11, 12, 13"
712,1.43E-146,1.0390503,0.555,0.457,2.93E-142,Yes,2.93E-142,AT2G34470,"7, 11, 12, 13"
713,5.23E-146,1.177448656,0.255,0.115,1.07E-141,Yes,1.07E-141,AT4G11850,"0, 9, 10, 13"
714,1.26E-145,1.584128082,0.328,0.19,2.59E-141,Yes,2.59E-141,AT5G20180,"9, 10, 11, 12, 13"
715,1.39E-145,0.702628844,0.669,0.591,2.85E-141,Yes,2.85E-141,AT5G47030,"9, 11, 12, 13"
716,2.04E-145,1.578188183,0.375,0.243,4.19E-141,Yes,4.19E-141,AT5G06870,"6, 7, 8, 11, 12, 13"
717,2.35E-145,-0.706848591,0.468,0.63,4.82E-141,Yes,4.82E-141,AT4G27520,"2, 3, 7, 15, 16, 18"
718,3.75E-145,0.918175936,0.567,0.461,7.71E-141,Yes,7.71E-141,AT4G21110,"8, 9, 10, 11, 12, 13, 18"
719,4.03E-145,-0.740989816,0.482,0.609,8.28E-141,Yes,8.28E-141,AT3G27850,"1, 4, 5, 11"
720,4.16E-145,-0.522853049,0.801,0.861,8.54E-141,Yes,8.54E-141,AT3G05500,"0, 2, 7, 9, 16, 17"
721,5.34E-145,-0.458539373,0.783,0.88,1.10E-140,No,1.10E-140,AT5G42380,"2, 3, 7, 9, 17"
722,1.13E-144,-0.858063209,0.302,0.479,2.32E-140,Yes,2.32E-140,AT5G48150,"0, 2, 3"
723,2.39E-144,1.275561756,0.429,0.301,4.91E-140,Yes,4.91E-140,AT5G04910,"8, 9, 10, 11, 12, 13"
724,2.68E-144,1.465598176,0.305,0.167,5.51E-140,Yes,5.51E-140,AT5G35320,"9, 10, 11, 12, 13, 16, 17, 18"
725,3.63E-144,0.715672074,0.672,0.587,7.46E-140,Yes,7.46E-140,AT4G29350,"9, 10, 11, 13, 15, 18"
726,7.77E-144,-1.158512108,0.237,0.402,1.60E-139,Yes,1.60E-139,AT1G56140,"0, 2, 6, 14"
727,1.48E-143,1.69617769,0.328,0.193,3.04E-139,Yes,3.04E-139,AT4G16860,"6, 9, 11, 12, 13, 17"
728,3.44E-143,0.85118425,0.429,0.281,7.07E-139,Yes,7.07E-139,AT5G19250,"3, 9, 13"
729,6.93E-143,0.611397874,0.737,0.668,1.42E-138,Yes,1.42E-138,AT5G59613,"8, 9, 10, 11, 12, 13"
730,8.04E-143,0.875591303,0.576,0.484,1.65E-138,Yes,1.65E-138,AT1G13060,"8, 9, 11, 12, 13, 18"
731,8.60E-143,1.253187797,0.331,0.184,1.77E-138,Yes,1.77E-138,AT3G55880,"9, 10, 12, 14, 17, 18"
732,1.33E-142,-0.811563239,0.442,0.575,2.74E-138,Yes,2.74E-138,AT3G63140,"1, 4, 5"
733,2.27E-142,0.99623611,0.532,0.41,4.67E-138,Yes,4.67E-138,AT1G28190,"0, 6, 8, 9, 10, 12"
734,2.35E-142,-0.759775072,0.388,0.54,4.84E-138,Yes,4.84E-138,AT5G24314,"1, 2, 4, 5"
735,3.34E-142,0.591151048,0.737,0.655,6.86E-138,Yes,6.86E-138,AT1G33140,"5, 9, 10, 11, 13"
736,4.52E-142,0.965762178,0.551,0.451,9.29E-138,Yes,9.29E-138,AT2G17380,"9, 10, 11, 12, 13, 18"
737,5.79E-142,0.972774402,0.468,0.335,1.19E-137,Yes,1.19E-137,AT3G62560,"6, 8, 9, 11, 12, 13, 14, 16, 18"
738,7.07E-142,1.493250459,0.456,0.328,1.45E-137,Yes,1.45E-137,AT2G39800,"8, 11, 12, 18"
739,8.43E-142,1.433334156,0.314,0.179,1.73E-137,Yes,1.73E-137,AT3G12300,"8, 9, 10, 11, 12, 13, 17"
740,9.51E-142,-0.838436566,0.228,0.395,1.95E-137,Yes,1.95E-137,AT5G44060,"2, 4, 5, 7, 9, 17"
741,1.53E-141,0.840657328,0.61,0.523,3.14E-137,Yes,3.14E-137,AT3G52730,"8, 9, 10, 11, 12, 13"
742,1.56E-141,-0.873957181,0.227,0.391,3.21E-137,Yes,3.21E-137,AT3G08920,"1, 2, 4, 5"
743,2.27E-141,1.427811817,0.405,0.274,4.67E-137,Yes,4.67E-137,AT2G44290,"6, 8, 9, 10, 11, 12, 13, 17"
744,2.31E-141,-0.973211077,0.176,0.332,4.75E-137,Yes,4.75E-137,AT3G01480,"1, 3, 4, 5"
745,2.36E-141,-1.027278775,0.156,0.303,4.86E-137,Yes,4.86E-137,AT5G39210,"1, 4, 5"
746,3.88E-141,0.548068749,0.67,0.576,7.97E-137,Yes,7.97E-137,AT4G15470,"3, 6, 9, 10, 13, 14, 15"
747,4.14E-141,1.196035316,0.411,0.278,8.51E-137,Yes,8.51E-137,AT1G15370,"8, 9, 11, 12, 13"
748,1.51E-140,-1.357928259,0.116,0.252,3.11E-136,Yes,3.11E-136,AT5G19190,"4, 5"
749,3.77E-140,1.048069544,0.519,0.41,7.75E-136,Yes,7.75E-136,AT1G21720,"8, 9, 11, 12, 13, 18"
750,5.48E-140,-1.369616515,0.136,0.277,1.13E-135,Yes,1.13E-135,AT5G16960,"2, 5, 7"
751,1.22E-139,1.459297664,0.264,0.13,2.50E-135,Yes,2.50E-135,AT5G53360,"9, 10, 12, 13"
752,2.33E-139,-1.148757843,0.196,0.35,4.79E-135,Yes,4.79E-135,AT2G24600,"1, 2, 3, 4, 5, 14"
753,3.51E-139,1.221219269,0.353,0.215,7.21E-135,Yes,7.21E-135,AT1G48140,"6, 8, 9, 10, 11, 12, 13, 18"
754,4.06E-139,1.072920541,0.462,0.333,8.35E-135,Yes,8.35E-135,AT5G13440,"8, 9, 10, 11, 12, 13"
755,4.60E-139,-0.792000133,0.492,0.631,9.44E-135,Yes,9.44E-135,AT5G13630,"0, 1, 2, 3, 5"
756,5.14E-139,-0.432055011,0.764,0.802,1.06E-134,No,1.06E-134,AT3G55440,"1, 2, 4, 5, 7, 15, 16"
757,1.07E-138,-1.261548486,0.118,0.255,2.20E-134,Yes,2.20E-134,AT5G25630,"2, 4, 5"
758,1.18E-138,1.094242685,0.341,0.19,2.42E-134,Yes,2.42E-134,AT2G17500,"0, 6, 9, 10, 18"
759,1.28E-138,-0.527887091,0.791,0.862,2.64E-134,Yes,2.64E-134,AT1G07890,"0, 2, 3, 7, 10, 16"
760,2.72E-138,-0.723966349,0.475,0.61,5.58E-134,Yes,5.58E-134,AT1G75350,"1, 3, 4, 5"
761,2.75E-138,-1.047581709,0.19,0.345,5.65E-134,Yes,5.65E-134,AT2G47940,"1, 2, 3, 4, 5"
762,3.07E-138,-1.220373313,0.16,0.309,6.31E-134,Yes,6.31E-134,AT1G11960,"2, 15, 16"
763,4.18E-138,-0.617906738,0.642,0.719,8.58E-134,Yes,8.58E-134,AT3G54210,"1, 4, 5"
764,1.07E-137,-1.119899847,0.189,0.34,2.20E-133,Yes,2.20E-133,AT2G20880,"2, 3, 5, 7, 16"
765,2.20E-137,-0.890220446,0.283,0.44,4.53E-133,Yes,4.53E-133,AT1G08550,"1, 2, 3, 4, 5"
766,2.81E-137,-0.661156361,0.732,0.787,5.77E-133,Yes,5.77E-133,ATCG00820,"1, 3, 4, 6, 14"
767,5.51E-137,1.141104527,0.471,0.355,1.13E-132,Yes,1.13E-132,AT2G32520,"7, 8, 9, 11, 12, 13"
768,7.74E-137,1.614927356,0.255,0.123,1.59E-132,Yes,1.59E-132,AT3G15352,"0, 9, 10, 12, 13"
769,2.05E-136,-1.155843026,0.157,0.299,4.21E-132,Yes,4.21E-132,AT1G78995,"1, 4, 5"
770,4.71E-136,1.969029424,0.26,0.135,9.67E-132,Yes,9.67E-132,AT3G56290,"11, 12, 13"
771,4.71E-136,0.932174398,0.536,0.432,9.67E-132,Yes,9.67E-132,AT4G01000,"6, 7, 8, 9, 11, 12, 13, 16, 18"
772,6.37E-136,0.951549595,0.513,0.403,1.31E-131,Yes,1.31E-131,AT5G22000,"8, 9, 11, 12, 13, 18"
773,7.19E-136,1.433634884,0.32,0.187,1.48E-131,Yes,1.48E-131,AT4G32040,"6, 8, 9, 10, 11, 12, 13, 18"
774,1.13E-135,-1.071416313,0.159,0.306,2.32E-131,Yes,2.32E-131,AT5G58140,"2, 5"
775,1.50E-135,-0.330017245,0.89,0.925,3.08E-131,No,3.08E-131,AT5G13190,"0, 2, 9, 10"
776,2.36E-135,-0.569481454,0.648,0.739,4.85E-131,Yes,4.85E-131,AT2G13360,"1, 4, 5, 11"
777,2.48E-135,-1.141295388,0.127,0.265,5.10E-131,Yes,5.10E-131,AT5G45630,"2, 4, 5, 17"
778,2.69E-135,-0.655647515,0.517,0.641,5.52E-131,Yes,5.52E-131,AT1G35680,"1, 4, 5"
779,4.18E-135,0.843328374,0.585,0.496,8.58E-131,Yes,8.58E-131,AT5G58060,"9, 10, 12, 13, 18"
780,1.02E-134,0.830915098,0.433,0.278,2.09E-130,Yes,2.09E-130,AT4G31500,"3, 6, 7, 8, 9, 11, 13, 14, 16"
781,1.27E-134,-0.481953211,0.863,0.912,2.60E-130,No,2.60E-130,AT3G04640,"2, 3, 6, 7, 14, 17"
782,1.38E-134,1.076718272,0.38,0.246,2.84E-130,Yes,2.84E-130,AT4G31080,"6, 8, 9, 11, 12, 13, 18"
783,1.43E-134,-0.8371662,0.273,0.431,2.94E-130,Yes,2.94E-130,AT5G45680,"1, 2, 4, 5"
784,1.52E-134,0.691602778,0.64,0.561,3.12E-130,Yes,3.12E-130,AT4G30010,"7, 9, 10, 11, 12, 13"
785,2.02E-134,0.953075512,0.316,0.17,4.15E-130,Yes,4.15E-130,AT5G10300,"7, 9, 10, 11, 12, 15, 16, 17"
786,2.38E-134,-0.481492658,0.895,0.906,4.89E-130,No,4.89E-130,AT1G15820,"1, 4, 5, 8, 11"
787,3.48E-134,1.070507657,0.495,0.386,7.15E-130,Yes,7.15E-130,GAMMA CAL2,"8, 9, 10, 11, 12, 13, 18"
788,4.70E-134,-1.025506783,0.133,0.272,9.66E-130,Yes,9.66E-130,AT1G64770,"4, 5"
789,1.28E-133,1.471495102,0.319,0.188,2.64E-129,Yes,2.64E-129,AT3G57230,"6, 8, 9, 10, 11, 12, 13, 17"
790,2.18E-133,1.05022726,0.394,0.263,4.49E-129,Yes,4.49E-129,AT4G32130,"6, 8, 9, 10, 11, 12, 13, 14, 18"
791,4.76E-133,1.525726464,0.321,0.187,9.77E-129,Yes,9.77E-129,AT4G33300,"6, 7, 9, 10, 11, 12, 13, 16, 17"
792,7.27E-133,0.910846486,0.554,0.46,1.49E-128,Yes,1.49E-128,AT1G47420,"7, 8, 9, 11, 12, 13"
793,1.06E-132,1.485690101,0.309,0.179,2.19E-128,Yes,2.19E-128,AT4G15940,"6, 10, 11, 12, 13"
794,1.22E-132,-0.901588623,0.514,0.656,2.50E-128,Yes,2.50E-128,AT1G21670,"0, 2, 3, 14, 15"
795,1.31E-132,0.548920684,0.762,0.615,2.69E-128,Yes,2.69E-128,AT2G38240,"0, 2, 7, 10, 12, 17"
796,1.45E-132,1.335674532,0.257,0.125,2.97E-128,Yes,2.97E-128,AT1G60730,"0, 7, 9, 10, 12, 13"
797,1.60E-132,1.53347062,0.252,0.126,3.28E-128,Yes,3.28E-128,AT5G54900,"9, 11, 12, 13"
798,2.13E-132,0.586320301,0.706,0.629,4.37E-128,Yes,4.37E-128,AT5G03460,"9, 10, 13, 14, 16, 18"
799,2.92E-132,0.876342512,0.427,0.271,6.00E-128,Yes,6.00E-128,AT1G62840,"0, 6, 7, 9, 10, 12"
800,4.20E-132,0.610611027,0.677,0.605,8.64E-128,Yes,8.64E-128,AT5G43940,"7, 8, 9, 11, 13, 16, 18"
801,4.25E-132,1.013532357,0.509,0.404,8.74E-128,Yes,8.74E-128,AT1G20580,"8, 9, 10, 11, 12, 13"
802,6.92E-132,-0.581125438,0.751,0.805,1.42E-127,Yes,1.42E-127,AT3G23920,"0, 2, 5, 7, 16, 17"
803,1.21E-131,1.314625701,0.313,0.182,2.49E-127,Yes,2.49E-127,AT1G47640,"6, 8, 9, 10, 11, 12, 13, 14"
804,4.53E-131,0.931401734,0.494,0.368,9.31E-127,Yes,9.31E-127,AT4G17720,"0, 6, 9, 10, 12"
805,5.02E-131,1.095961629,0.484,0.375,1.03E-126,Yes,1.03E-126,AT2G26210,"8, 9, 10, 11, 12, 13, 18"
806,6.10E-131,0.791644884,0.587,0.502,1.25E-126,Yes,1.25E-126,AT3G27090,"9, 11, 12, 13, 18"
807,6.79E-131,-0.744602587,0.51,0.618,1.40E-126,Yes,1.40E-126,AT3G27160,"1, 4, 5"
808,1.21E-130,1.13609458,0.416,0.286,2.49E-126,Yes,2.49E-126,AT3G51500,"9, 10, 11, 12, 16, 18"
809,1.71E-130,1.034435662,0.479,0.368,3.51E-126,Yes,3.51E-126,AT4G19390,"8, 11, 12, 13"
810,1.71E-130,1.574415477,0.293,0.165,3.51E-126,Yes,3.51E-126,AT1G02680,"9, 11, 12, 13"
811,1.76E-130,1.384614229,0.298,0.165,3.61E-126,Yes,3.61E-126,AT2G05710,"9, 10, 11, 12, 13"
812,2.69E-130,0.858639936,0.525,0.381,5.52E-126,Yes,5.52E-126,AT3G15500,"2, 6, 7, 9, 10, 12, 17"
813,2.79E-130,2.176631896,0.265,0.143,5.74E-126,Yes,5.74E-126,AT4G14930,"10, 11, 12, 13, 18"
814,3.58E-130,1.032315877,0.476,0.36,7.35E-126,Yes,7.35E-126,AT1G64090,"6, 8, 9, 11, 13, 14"
815,4.80E-130,0.769659617,0.347,0.206,9.85E-126,Yes,9.85E-126,AT1G26690,"3, 9, 10, 13"
816,5.60E-130,-1.149064949,0.162,0.305,1.15E-125,Yes,1.15E-125,AT3G57930,"2, 4, 5, 7, 17, 18"
817,5.66E-130,-1.030431259,0.152,0.294,1.16E-125,Yes,1.16E-125,AT5G28020,"1, 2, 4, 7"
818,8.69E-130,-1.08061081,0.318,0.475,1.79E-125,Yes,1.79E-125,AT1G27770,"0, 2, 3, 6"
819,9.43E-130,-1.0663182,0.177,0.323,1.94E-125,Yes,1.94E-125,AT2G26540,"0, 2, 5"
820,1.02E-129,1.34648297,0.315,0.185,2.11E-125,Yes,2.11E-125,AT5G37720,"8, 9, 11, 12, 13, 18"
821,1.27E-129,-0.694843809,0.457,0.591,2.61E-125,Yes,2.61E-125,AT4G01310,"1, 4, 5"
822,2.04E-129,1.063026823,0.346,0.215,4.20E-125,Yes,4.20E-125,AT3G58490,"6, 8, 9, 11, 12, 13, 14"
823,3.33E-129,1.016942723,0.444,0.305,6.85E-125,Yes,6.85E-125,AT1G27760,"0, 6, 8, 9, 10, 12, 17"
824,7.38E-129,-0.427383185,0.806,0.83,1.52E-124,No,1.52E-124,AT2G26500,"1, 4, 5, 8, 11"
825,1.68E-128,1.005056165,0.403,0.274,3.45E-124,Yes,3.45E-124,AT1G54320,"6, 8, 9, 10, 11, 12, 13, 14, 18"
826,1.69E-128,-0.748262197,0.294,0.453,3.47E-124,Yes,3.47E-124,AT1G68590,"1, 4, 5"
827,1.72E-128,1.35451765,0.278,0.151,3.53E-124,Yes,3.53E-124,AT5G38630,"9, 10, 11, 12, 13"
828,1.76E-128,-0.654227632,0.616,0.708,3.62E-124,Yes,3.62E-124,AT3G53990,"1, 4, 7, 16"
829,2.65E-128,1.035784551,0.508,0.4,5.44E-124,Yes,5.44E-124,AT3G19910,"0, 9, 10, 12, 13, 18"
830,2.93E-128,0.650336596,0.664,0.596,6.02E-124,Yes,6.02E-124,AT3G18780,"9, 10, 11, 12, 13, 18"
831,3.40E-128,-0.828163911,0.268,0.418,6.99E-124,Yes,6.99E-124,AT1G50900,"1, 4, 5"
832,4.44E-128,0.967680699,0.388,0.254,9.12E-124,Yes,9.12E-124,AT1G13190,"0, 8, 9, 10, 11, 12, 13"
833,7.29E-128,0.663226185,0.749,0.686,1.50E-123,Yes,1.50E-123,AT4G26710,"0, 9, 10, 11, 12, 13"
834,1.20E-127,1.186972764,0.363,0.232,2.46E-123,Yes,2.46E-123,AT4G22670,"6, 8, 9, 10, 13, 17, 18"
835,3.92E-127,0.665815029,0.634,0.561,8.05E-123,Yes,8.05E-123,AT3G12290,"7, 9, 11, 12, 13"
836,5.33E-127,0.927130748,0.541,0.445,1.09E-122,Yes,1.09E-122,AT4G02580,"8, 9, 10, 11, 12, 13"
837,1.53E-126,1.162195531,0.399,0.272,3.15E-122,Yes,3.15E-122,AT2G17200,"6, 8, 9, 10, 12, 13, 17, 18"
838,2.16E-126,-1.050051549,0.136,0.272,4.44E-122,Yes,4.44E-122,AT3G56130,"2, 4, 5"
839,2.18E-126,0.961800736,0.542,0.445,4.49E-122,Yes,4.49E-122,AT2G44620,"8, 9, 10, 11, 12, 13"
840,3.65E-126,-0.544957445,0.752,0.856,7.49E-122,Yes,7.49E-122,AT5G11670,"0, 2, 7, 10, 16"
841,4.52E-126,1.211097792,0.353,0.223,9.28E-122,Yes,9.28E-122,AT3G54300,"8, 9, 10, 11, 12, 13, 18"
842,5.40E-126,1.056003925,0.47,0.36,1.11E-121,Yes,1.11E-121,AT2G27600,"8, 9, 10, 11, 12, 13, 18"
843,6.95E-126,-0.840083062,0.274,0.431,1.43E-121,Yes,1.43E-121,AT2G32090,"1, 2, 4, 5, 18"
844,7.00E-126,1.390812643,0.325,0.196,1.44E-121,Yes,1.44E-121,AT5G24980,"8, 9, 10, 11, 12, 13, 18"
845,8.67E-126,0.852857693,0.572,0.462,1.78E-121,Yes,1.78E-121,AT4G30390,"0, 9, 10, 12, 17"
846,9.23E-126,0.781807581,0.58,0.488,1.90E-121,Yes,1.90E-121,AT5G13450,"7, 8, 9, 10, 11, 12, 13"
847,9.76E-126,1.377264707,0.27,0.145,2.01E-121,Yes,2.01E-121,AT1G04260,"9, 10, 11, 12, 13"
848,1.52E-125,1.297077887,0.315,0.186,3.12E-121,Yes,3.12E-121,AT4G23570,"7, 8, 9, 10, 12, 13, 17"
849,2.10E-125,0.797777363,0.634,0.553,4.32E-121,Yes,4.32E-121,AT3G15810,"9, 10, 12, 13, 17"
850,3.37E-125,-0.990036205,0.176,0.318,6.92E-121,Yes,6.92E-121,AT1G65230,"1, 3, 4, 5"
851,3.52E-125,1.223975957,0.379,0.252,7.24E-121,Yes,7.24E-121,AT4G36720,"8, 9, 10, 11, 12, 13"
852,3.57E-125,-0.604822565,0.575,0.66,7.34E-121,Yes,7.34E-121,AT1G73885,"1, 2, 4, 5, 11"
853,3.78E-125,0.813497373,0.489,0.365,7.76E-121,Yes,7.76E-121,AT1G32130,"0, 6, 8, 9, 10, 11, 12, 13, 18"
854,3.90E-125,1.222778992,0.374,0.246,8.00E-121,Yes,8.00E-121,AT3G63420,"8, 9, 10, 12, 13, 17"
855,4.57E-125,1.222060675,0.4,0.281,9.40E-121,Yes,9.40E-121,AT1G27650,"8, 9, 11, 12, 13, 18"
856,8.64E-125,0.741503433,0.654,0.585,1.77E-120,Yes,1.77E-120,AT5G43460,"9, 10, 11, 12, 13, 18"
857,1.07E-124,-1.093952995,0.418,0.571,2.19E-120,Yes,2.19E-120,AT5G48540,"0, 3, 6, 14"
858,1.20E-124,1.181660657,0.377,0.25,2.46E-120,Yes,2.46E-120,AT5G10960,"6, 9, 11, 13, 18"
859,1.56E-124,1.832246469,0.289,0.167,3.19E-120,Yes,3.19E-120,AT4G11360,"9, 10, 11, 12, 13"
860,1.78E-124,-1.226717733,0.123,0.253,3.65E-120,Yes,3.65E-120,AT2G21530,"1, 4, 5"
861,2.10E-124,-0.800431457,0.24,0.394,4.32E-120,Yes,4.32E-120,AT2G01590,"1, 2, 4, 5"
862,2.15E-124,0.766316529,0.627,0.535,4.41E-120,Yes,4.41E-120,AT1G04480,"5, 8, 9, 10, 11, 12, 13"
863,2.60E-124,-0.988648367,0.398,0.562,5.35E-120,Yes,5.35E-120,AT1G33600,"0, 3, 6, 14"
864,3.15E-124,0.681696612,0.576,0.43,6.48E-120,Yes,6.48E-120,AT1G13245,"0, 7, 10, 12, 16"
865,4.38E-124,0.928825189,0.5,0.398,8.99E-120,Yes,8.99E-120,AT5G22080,"8, 9, 11, 12, 13, 18"
866,4.56E-124,-0.728261155,0.351,0.502,9.37E-120,Yes,9.37E-120,AT5G52970,"1, 4, 5"
867,7.72E-124,0.816205949,0.573,0.484,1.59E-119,Yes,1.59E-119,AT3G56190,"6, 8, 9, 10, 11, 13, 18"
868,8.67E-124,-0.630830183,0.521,0.638,1.78E-119,Yes,1.78E-119,AT1G75690,"1, 2, 4, 5"
869,9.32E-124,-0.784114304,0.27,0.421,1.92E-119,Yes,1.92E-119,AT1G56060,"0, 2, 9, 17"
870,2.00E-123,1.023158443,0.453,0.332,4.10E-119,Yes,4.10E-119,AT3G12800,"8, 9, 10, 11, 12, 13"
871,2.12E-123,1.004729588,0.317,0.176,4.35E-119,Yes,4.35E-119,AT2G31390,"0, 6, 9, 10, 12"
872,2.17E-123,1.2326094,0.378,0.251,4.46E-119,Yes,4.46E-119,AT4G35260,"8, 9, 10, 11, 12, 13"
873,2.33E-123,-0.894899631,0.35,0.509,4.78E-119,Yes,4.78E-119,AT1G32860,"0, 2, 3, 6, 15"
874,2.33E-123,-1.102141624,0.124,0.256,4.80E-119,Yes,4.80E-119,AT2G40840,2
875,2.54E-123,0.952771686,0.522,0.414,5.22E-119,Yes,5.22E-119,AT5G58290,"8, 9, 10, 13, 16, 17, 18"
876,2.92E-123,-0.729210681,0.408,0.545,5.99E-119,Yes,5.99E-119,AT2G20890,"1, 4, 5"
877,3.78E-123,0.591733318,0.708,0.632,7.76E-119,Yes,7.76E-119,AT4G34120,"0, 9, 10, 12, 13"
878,6.48E-123,1.069674504,0.393,0.25,1.33E-118,Yes,1.33E-118,AT3G06490,"0, 6, 7, 9, 10, 12, 16"
879,9.44E-123,-0.87092271,0.225,0.374,1.94E-118,Yes,1.94E-118,AT5G21920,"0, 1, 2, 4, 5"
880,1.38E-122,0.782112109,0.535,0.421,2.84E-118,Yes,2.84E-118,AT5G52240,"6, 9, 10, 11, 13, 14, 16, 18"
881,2.89E-122,0.561654756,0.493,0.327,5.95E-118,Yes,5.95E-118,AT3G49580,"0, 7, 9, 10, 16"
882,4.60E-122,-0.971556495,0.177,0.318,9.45E-118,Yes,9.45E-118,AT4G10030,"1, 2, 4, 5, 7"
883,5.69E-122,-0.843436113,0.292,0.443,1.17E-117,Yes,1.17E-117,AT5G24165,"1, 3, 4, 5, 14"
884,8.32E-122,1.081042899,0.355,0.226,1.71E-117,Yes,1.71E-117,AT3G12360,"6, 9, 11, 12, 13"
885,9.93E-122,0.827692118,0.494,0.385,2.04E-117,Yes,2.04E-117,AT2G23310,"6, 9, 11, 12, 13, 18"
886,2.93E-121,1.067246609,0.442,0.328,6.02E-117,Yes,6.02E-117,AT1G45976,"8, 9, 10, 11, 12, 13, 18"
887,3.04E-121,-0.889019302,0.253,0.404,6.25E-117,Yes,6.25E-117,AT3G52180,"1, 3, 4, 5"
888,4.29E-121,-0.528056556,0.615,0.724,8.81E-117,Yes,8.81E-117,AT2G05070,"1, 4, 5, 11"
889,7.22E-121,-1.103648161,0.164,0.3,1.48E-116,Yes,1.48E-116,AT1G28370,"2, 4, 5, 7, 17"
890,9.53E-121,-1.170508152,0.127,0.255,1.96E-116,Yes,1.96E-116,AT5G57170,"1, 2, 4, 5"
891,1.92E-120,-0.814599618,0.241,0.387,3.95E-116,Yes,3.95E-116,AT2G40205,"4, 5, 7, 18"
892,2.18E-120,-0.88600867,0.24,0.388,4.48E-116,Yes,4.48E-116,AT5G38520,"1, 4, 5"
893,2.50E-120,-0.678830607,0.468,0.585,5.13E-116,Yes,5.13E-116,AT3G13120,"1, 4, 5"
894,2.51E-120,-0.807547086,0.359,0.505,5.16E-116,Yes,5.16E-116,AT3G45640,"2, 4, 5, 9, 17"
895,3.05E-120,-0.956146309,0.179,0.321,6.27E-116,Yes,6.27E-116,AT5G52920,"1, 4, 5, 7"
896,5.54E-120,-1.035159731,0.278,0.429,1.14E-115,Yes,1.14E-115,AT5G65630,"2, 3, 5, 7, 14, 15, 16, 17"
897,7.10E-120,0.707176041,0.586,0.493,1.46E-115,Yes,1.46E-115,AT1G29970,"0, 2, 9, 10, 12, 13, 18"
898,9.76E-120,1.544682467,0.285,0.164,2.00E-115,Yes,2.00E-115,AT5G57370,"9, 10, 11, 12, 13"
899,2.73E-119,0.637538015,0.722,0.654,5.61E-115,Yes,5.61E-115,AT1G77710,"0, 9, 10, 11, 12, 13, 15, 18"
900,3.46E-119,-1.144709735,0.141,0.273,7.10E-115,Yes,7.10E-115,AT5G58090,"4, 5, 18"
901,4.31E-119,1.456350837,0.426,0.318,8.85E-115,Yes,8.85E-115,AT3G62650,"6, 8, 11, 12, 13"
902,4.97E-119,-0.969570855,0.199,0.346,1.02E-114,Yes,1.02E-114,AT3G23700,"1, 3, 4, 5"
903,5.18E-119,1.766705353,0.305,0.186,1.06E-114,Yes,1.06E-114,AT1G68490,"6, 10, 11, 12, 18"
904,5.89E-119,0.865269277,0.498,0.377,1.21E-114,Yes,1.21E-114,AT2G31090,"0, 9, 10, 12, 13"
905,8.69E-119,-1.157899197,0.144,0.275,1.79E-114,Yes,1.79E-114,AT5G19780,"2, 4, 5"
906,1.06E-118,-1.205077314,0.126,0.252,2.18E-114,Yes,2.18E-114,AT1G11210,"4, 5, 7, 18"
907,1.11E-118,-0.670610189,0.463,0.589,2.28E-114,Yes,2.28E-114,AT4G09010,"1, 4, 5"
908,1.78E-118,0.732546771,0.617,0.547,3.67E-114,Yes,3.67E-114,AT4G11150,"9, 10, 11, 12, 13"
909,2.36E-118,0.498876959,0.983,0.959,4.84E-114,No,4.84E-114,AT1G66580,"0, 2, 7, 9, 10, 12, 17"
910,2.80E-118,-1.102397759,0.178,0.316,5.75E-114,Yes,5.75E-114,AT5G46295,"0, 2, 3, 7"
911,2.98E-118,0.988875098,0.469,0.356,6.12E-114,Yes,6.12E-114,AT2G03870,"8, 9, 10, 11, 12, 13"
912,3.07E-118,-0.809944335,0.177,0.322,6.31E-114,Yes,6.31E-114,AT2G21130,"2, 4, 5, 7, 17"
913,3.72E-118,1.349926196,0.414,0.303,7.65E-114,Yes,7.65E-114,AT2G34460,"6, 8, 11, 12, 13"
914,4.98E-118,-0.755651021,0.226,0.375,1.02E-113,Yes,1.02E-113,AT3G24430,"1, 2, 4, 5"
915,5.61E-118,1.049698391,0.389,0.262,1.15E-113,Yes,1.15E-113,AT1G50640,"6, 7, 8, 9, 11, 12, 13, 16"
916,6.51E-118,0.566021504,0.692,0.625,1.34E-113,Yes,1.34E-113,AT3G03070,"8, 9, 10, 11, 12, 13"
917,7.13E-118,1.395388563,0.253,0.133,1.47E-113,Yes,1.47E-113,AT1G13950,"9, 10, 11, 12, 13"
918,8.24E-118,-0.647625881,0.675,0.735,1.69E-113,Yes,1.69E-113,ATCG00080,"1, 14"
919,8.39E-118,1.363657541,0.304,0.182,1.72E-113,Yes,1.72E-113,AT5G17290,"8, 9, 11, 12, 13, 18"
920,8.62E-118,-0.641290106,0.755,0.831,1.77E-113,Yes,1.77E-113,AT1G17420,"0, 2, 3, 14"
921,1.16E-117,1.075286214,0.457,0.348,2.38E-113,Yes,2.38E-113,AT2G20930,"8, 9, 10, 11, 12, 13"
922,1.24E-117,-0.772056634,0.233,0.382,2.55E-113,Yes,2.55E-113,AT2G29180,"1, 2, 4, 5"
