"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT2G41475",5.70926210073763e-27,0.802802380927,0.449,0.376,1.17285371335453e-22,"AT2G41475","Yes"
"AT4G17270",5.81061484660817e-27,1.27891035801176,0.234,0.159,1.19367460793872e-22,"AT4G17270","Yes"
"AT1G70770",6.23748866223727e-27,0.98172336904357,0.426,0.368,1.2813672958834e-22,"AT1G70770","Yes"
"AT1G77122",6.39186675904085e-27,-0.693339105465058,0.087,0.165,1.31308118830976e-22,"AT1G77122","Yes"
"AT3G51790",6.51675964575398e-27,1.18756251663702,0.187,0.114,1.33873793402724e-22,"AT3G51790","Yes"
"AT3G57360",6.70227201589698e-27,2.22791973416023,0.06,0.017,1.37684774022572e-22,"AT3G57360","Yes"
"AT4G26110",6.85664603979402e-27,0.91014988691703,0.446,0.394,1.40856079595488e-22,"AT4G26110","Yes"
"AT4G33680",6.88898475797113e-27,-0.220797771387272,0.313,0.441,1.41520413883001e-22,"AT4G33680","No"
"AT3G28600",6.89540807839782e-27,2.83023480309765,0.029,0.002,1.41652368154526e-22,"AT3G28600","Yes"
"AT2G30270",7.33600580799402e-27,0.892339884286796,0.487,0.451,1.50703567313621e-22,"AT2G30270","Yes"
"AT1G04530",7.40717774827177e-27,1.11025830140109,0.287,0.213,1.52165652482747e-22,"AT1G04530","Yes"
"AT3G17910",7.41573851939046e-27,1.98214611889463,0.077,0.028,1.52341516403838e-22,"AT3G17910","Yes"
"AT3G29280",7.54612493113869e-27,-1.176573465997,0.036,0.091,1.55020044460382e-22,"AT3G29280","Yes"
"AT5G05480",7.84669826819958e-27,-0.733843764329866,0.063,0.13,1.61194722523624e-22,"AT5G05480","Yes"
"AT4G04350",7.97578263828322e-27,-0.919370946497669,0.063,0.131,1.63846502738252e-22,"AT4G04350","Yes"
"AT4G35320",8.02585004893351e-27,-0.548771122016485,0.098,0.18,1.64875037555241e-22,"AT4G35320","Yes"
"AT3G25620",8.5119471419095e-27,3.58696456295996,0.032,0.003,1.74860930136247e-22,"AT3G25620","Yes"
"AT3G13460",8.62287892538638e-27,0.974071756406674,0.427,0.368,1.77139801764212e-22,"AT3G13460","Yes"
"AT4G22745",8.62729614303487e-27,-0.544897099888449,0.136,0.229,1.77230544666365e-22,"AT4G22745","Yes"
"AT1G70230",8.91462888545505e-27,-1.05924943709486,0.038,0.094,1.83133221193903e-22,"AT1G70230","Yes"
"AT4G40020",8.92727582655469e-27,1.80696896262868,0.092,0.038,1.83393027304913e-22,"AT4G40020","Yes"
"AT1G03350",9.14134629190914e-27,1.23600146444622,0.293,0.218,1.87790676874689e-22,"AT1G03350","Yes"
"AT2G39960",1.02778391216815e-26,0.965474423121272,0.447,0.399,2.11137649076702e-22,"AT2G39960","Yes"
"AT5G62900",1.09373909151545e-26,-0.473254623296167,0.098,0.178,2.24686821570018e-22,"AT5G62900","No"
"AT4G28710",1.12065540698492e-26,1.59069367426013,0.139,0.073,2.30216240256913e-22,"AT4G28710","Yes"
"AT4G28050",1.23400566063172e-26,-0.747454637781286,0.05,0.112,2.53501782863573e-22,"AT4G28050","Yes"
"AT1G15130",1.25732307983108e-26,1.2426370433773,0.295,0.217,2.58291880289698e-22,"AT1G15130","Yes"
"AT5G63860",1.25893895746538e-26,-0.244463810973974,0.18,0.285,2.58623830032113e-22,"AT5G63860","No"
"AT4G35783",1.26208996733693e-26,-1.01532889730364,0.028,0.079,2.59271141990025e-22,"AT4G35783","Yes"
"AT1G69520",1.26919309156045e-26,2.33979613383623,0.063,0.019,2.60730336799264e-22,"AT1G69520","Yes"
"AT5G61270",1.30823527616639e-26,-0.518180735637583,0.117,0.203,2.68750772782861e-22,"AT5G61270","Yes"
"AT3G11590",1.35954680412901e-26,-1.20271971497537,0.037,0.092,2.79291699972223e-22,"AT3G11590","Yes"
"AT1G19180",1.37573818757221e-26,0.348720643030853,0.895,0.942,2.82617895872959e-22,"AT1G19180","No"
"AT3G11880",1.45322085205691e-26,1.14123347878777,0.308,0.234,2.98535159638052e-22,"AT3G11880","Yes"
"AT2G19860",1.4553795300784e-26,-1.46045074545106,0.026,0.075,2.98978616864006e-22,"AT2G19860","Yes"
"AT3G21560",1.48995065303811e-26,1.67688069755718,0.162,0.092,3.06080562653619e-22,"AT3G21560","Yes"
"AT1G70790",1.50342993770784e-26,-0.475052550088862,0.163,0.26,3.08849612103322e-22,"AT1G70790","No"
"AT3G44610",1.50900014969725e-26,-1.30421007445924,0.042,0.099,3.09993900752307e-22,"AT3G44610","Yes"
"AT1G71390",1.51828840352827e-26,7.72982945177248,0.025,0,3.11901986736813e-22,"AT1G71390","Yes"
"AT1G67520",1.55721475039249e-26,3.98605369895093,0.034,0.004,3.1989862617313e-22,"AT1G67520","Yes"
"AT2G25480",1.58406910883988e-26,-1.25940967442862,0.029,0.081,3.25415317028977e-22,"AT2G25480","Yes"
"AT5G52820",1.61000170734249e-26,1.58858420900359,0.185,0.114,3.30742650739368e-22,"AT5G52820","Yes"
"AT1G28100",1.62012666149336e-26,-0.759393946606473,0.047,0.108,3.3282262007058e-22,"AT1G28100","Yes"
"AT1G51350",1.6423807182562e-26,1.86059238755715,0.118,0.057,3.37394270951371e-22,"AT1G51350","Yes"
"AT5G59480",1.65401768697927e-26,-0.268929506988396,0.512,0.651,3.39784853436152e-22,"AT5G59480","No"
"AT2G21170",1.66648193330408e-26,-0.193765593760666,0.756,0.868,3.42345383558658e-22,"AT2G21170","No"
"AT5G18270",1.69435450437885e-26,1.92829554163949,0.09,0.036,3.48071245834548e-22,"AT5G18270","Yes"
"AT4G25230",1.72268201780015e-26,0.88484351393209,0.404,0.334,3.53890566916686e-22,"AT4G25230","Yes"
"AT3G10350",1.76784303502853e-26,-0.271931402850266,0.304,0.432,3.6316799468591e-22,"AT3G10350","No"
"AT4G23920",1.81343772186609e-26,-0.939762511210187,0.05,0.111,3.72534511202951e-22,"AT4G23920","Yes"
"AT1G72450",1.82398293558947e-26,0.685564169864865,0.621,0.593,3.74700814458144e-22,"AT1G72450","Yes"
"AT1G65730",1.83125607250876e-26,2.3465831370373,0.068,0.022,3.76194934975475e-22,"AT1G65730","Yes"
"AT4G13110",1.92582336975336e-26,0.810536615590599,0.329,0.244,3.95621894848432e-22,"AT4G13110","Yes"
"AT3G60470",2.25792830657977e-26,5.83145830010698,0.026,0,4.63846212020681e-22,"AT3G60470","Yes"
"AT3G21865",2.25985059817675e-26,0.787262209037935,0.455,0.404,4.6424110838345e-22,"AT3G21865","Yes"
"AT4G28340",2.27437567873379e-26,2.01709892414201,0.076,0.027,4.67224995682282e-22,"AT4G28340","Yes"
"AT5G36970",2.28238952742247e-26,2.15657612148249,0.065,0.02,4.68871280618398e-22,"AT5G36970","Yes"
"AT1G65260",2.34521076140675e-26,-0.175726460315328,0.718,0.838,4.81776646715789e-22,"AT1G65260","No"
"AT1G09330",2.49197784578675e-26,1.08854704848229,0.358,0.294,5.11927008859972e-22,"AT1G09330","Yes"
"AT1G56510",2.50394743435123e-26,-0.259212133601778,0.332,0.461,5.14385921438772e-22,"AT1G56510","No"
"AT5G57050",2.52251603676187e-26,1.65797006585972,0.129,0.066,5.18200469431991e-22,"AT5G57050","Yes"
"AT3G50970",2.53444410138678e-26,-1.25142390762819,0.082,0.154,5.20650851747887e-22,"AT3G50970","Yes"
"AT3G11130",2.54288218070492e-26,1.15186523113298,0.365,0.292,5.22384286382212e-22,"AT3G11130","Yes"
"AT2G33180",2.5791328516332e-26,-0.407631539751594,0.139,0.231,5.29831261711008e-22,"AT2G33180","No"
"AT2G04080",2.6030857416181e-26,2.18479629461365,0.098,0.042,5.34751903900606e-22,"AT2G04080","Yes"
"AT4G22980",2.66777499876671e-26,0.847052757797482,0.286,0.199,5.48041017996646e-22,"AT4G22980","Yes"
"AT1G65840",2.84718442294196e-26,-0.381282065516769,0.209,0.313,5.84897096004967e-22,"AT1G65840","No"
"AT4G12500",2.87052094404492e-26,3.93659688551331,0.032,0.003,5.89691117535149e-22,"AT4G12500","Yes"
"AT4G28210",3.06399947371895e-26,-0.321473752147143,0.196,0.302,6.29437411886084e-22,"AT4G28210","No"
"AT1G74280",3.1225151336756e-26,1.90319590354469,0.112,0.054,6.41458283910979e-22,"AT1G74280","Yes"
"AT3G51310",3.14691060255156e-26,-0.588926283153919,0.127,0.216,6.46469845082167e-22,"AT3G51310","Yes"
"AT3G06455",3.35687258621284e-26,2.31944680560904,0.062,0.018,6.89602335385704e-22,"AT3G06455","Yes"
"AT2G45810",3.40834359655981e-26,-0.398208224239376,0.133,0.225,7.00176025041281e-22,"AT2G45810","No"
"AT5G17650",3.44349437343123e-26,1.68722621293458,0.131,0.068,7.07397049133977e-22,"AT5G17650","Yes"
"AT5G14310",3.48182452875566e-26,1.36835588925792,0.227,0.153,7.15271212942276e-22,"AT5G14310","Yes"
"AT1G23260",3.49789950792478e-26,0.839448558649152,0.528,0.5,7.18573495912988e-22,"AT1G23260","Yes"
"AT5G66470",3.52581604914267e-26,-0.763374829570413,0.072,0.142,7.2430839097538e-22,"AT5G66470","Yes"
"AT3G09830",3.88461823219405e-26,-0.17459115474401,0.38,0.514,7.98017123439623e-22,"AT3G09830","No"
"AT4G38680",4.14579673818332e-26,-0.399832724316445,0.158,0.255,8.51671023925e-22,"AT4G38680","No"
"AT2G18990",4.30015299638907e-26,-0.952416314213744,0.054,0.117,8.83380430048206e-22,"AT2G18990","Yes"
"AT3G06080",4.44328894334388e-26,-0.370382980024029,0.187,0.292,9.12784847631134e-22,"AT3G06080","No"
"AT3G05625",4.50861143175456e-26,-0.437021402329275,0.073,0.144,9.26204046425339e-22,"AT3G05625","No"
"AT5G47210",4.6624858062441e-26,-0.139420430822884,0.418,0.563,9.57814459176726e-22,"AT5G47210","No"
"AT1G08920",4.70633158973883e-26,1.58203676960826,0.233,0.16,9.66821698480047e-22,"AT1G08920","Yes"
"AT5G45380",4.79649221345818e-26,1.57008347018844,0.081,0.031,9.85343395410713e-22,"AT5G45380","Yes"
"AT1G10580",4.84822255535859e-26,0.85590395845009,0.451,0.384,9.95970359547315e-22,"AT1G10580","Yes"
"AT5G24890",4.93798408241975e-26,1.16271419359165,0.263,0.19,1.01441007005149e-21,"AT5G24890","Yes"
"AT2G35950",4.98781023342559e-26,2.8440874257897,0.051,0.012,1.02464585625262e-21,"AT2G35950","Yes"
"AT2G04378",5.50179468569576e-26,-0.399282480803619,0.183,0.284,1.13023368228248e-21,"AT2G04378","No"
"AT4G22530",5.79377672051149e-26,0.770563165537979,0.377,0.291,1.19021555169468e-21,"AT4G22530","Yes"
"AT3G24120",5.94365021794933e-26,-0.280262746175633,0.327,0.459,1.22100406427333e-21,"AT3G24120","No"
"AT2G20740",6.05117488583154e-26,-0.337285792304117,0.265,0.383,1.24309285679637e-21,"AT2G20740","No"
"AT3G51130",6.18291544084899e-26,1.02130125360908,0.364,0.295,1.27015631901361e-21,"AT3G51130","Yes"
"AT5G13860",6.19118391352514e-26,1.28159578707738,0.236,0.162,1.27185491135547e-21,"AT5G13860","Yes"
"AT3G02830",6.22468724744279e-26,-0.57805489706779,0.065,0.132,1.27873750124217e-21,"AT3G02830","Yes"
"AT4G12430",6.48405102096698e-26,3.94424823998829,0.028,0.001,1.33201860123725e-21,"AT4G12430","Yes"
"AT5G25940",6.71394532898996e-26,0.764501681739629,0.65,0.66,1.37924578893441e-21,"AT5G25940","Yes"
"AT5G22380",7.35890805058567e-26,1.59138653165077,0.074,0.027,1.51174048083181e-21,"AT5G22380","Yes"
"AT1G52040",7.5137640214384e-26,1.27452556764119,0.075,0.026,1.54355254292409e-21,"AT1G52040","Yes"
"AT1G07900",7.55751623494016e-26,2.68197658035134,0.042,0.008,1.55254056014376e-21,"AT1G07900","Yes"
"AT1G08640",7.66431317405419e-26,-0.203794668601715,0.219,0.333,1.57447985534595e-21,"AT1G08640","No"
"AT4G11980",7.67702185485214e-26,-0.421861479181625,0.166,0.266,1.57709059964227e-21,"AT4G11980","No"
"AT5G63530",7.69260363663092e-26,-0.515653886806342,0.072,0.142,1.58029156507309e-21,"AT5G63530","Yes"
"AT2G36490",8.19352189055546e-26,-0.770733443006569,0.063,0.129,1.68319520197681e-21,"AT2G36490","Yes"
"AT5G54680",8.62209565636488e-26,0.624672918960117,0.664,0.689,1.77123711068704e-21,"AT5G54680","Yes"
"AT5G24930",8.72056619587393e-26,-0.152237010047467,0.39,0.53,1.79146591361838e-21,"AT5G24930","No"
"AT2G26440",8.92766152732316e-26,3.56497261550084,0.036,0.005,1.834009507558e-21,"AT2G26440","Yes"
"AT4G25720",9.36741893383417e-26,1.15862882200526,0.332,0.266,1.92434887157755e-21,"AT4G25720","Yes"
"AT5G19980",9.45385633398877e-26,1.78637608556783,0.131,0.069,1.94210570669131e-21,"AT5G19980","Yes"
"AT4G33467",9.91667313973114e-26,0.949322175205323,0.415,0.341,2.03718216309497e-21,"AT4G33467","Yes"
"AT1G75490",1.00451426668736e-25,-0.905677547989651,0.118,0.199,2.06357365805583e-21,"AT1G75490","Yes"
"AT4G02195",1.0169852949321e-25,-0.379246806268772,0.299,0.417,2.08919289137901e-21,"AT4G02195","No"
"ATCG00150",1.02399889253814e-25,-0.140489110396819,0.411,0.555,2.10360092494111e-21,"ATCG00150","No"
"AT3G09580",1.03126193532099e-25,-1.01307564942814,0.043,0.1,2.11852139372991e-21,"AT3G09580","Yes"
"AT5G58310",1.04442246375383e-25,-1.93859372213158,0.021,0.066,2.14555706728949e-21,"AT5G58310","Yes"
"AT5G04720",1.04870006192463e-25,1.23744974180067,0.29,0.216,2.15434453721176e-21,"AT5G04720","Yes"
"AT3G44160",1.05558412756926e-25,-1.07478436964145,0.039,0.095,2.16848647326554e-21,"AT3G44160","Yes"
"AT2G17265",1.10696181423174e-25,-0.454787384827476,0.158,0.254,2.27403165497627e-21,"AT2G17265","No"
"AT5G08000",1.10854806081841e-25,-2.08798855505337,0.017,0.059,2.27729028133926e-21,"AT5G08000","Yes"
"AT3G16190",1.11585556548404e-25,-0.176253200585164,0.458,0.609,2.29230208817386e-21,"AT3G16190","No"
"AT1G28480",1.12567443726452e-25,0.588853688967068,0.51,0.436,2.31247299647251e-21,"AT1G28480","Yes"
"AT3G51010",1.14141936290858e-25,0.981323213059339,0.445,0.393,2.34481779722309e-21,"AT3G51010","Yes"
"AT5G14550",1.15271961182925e-25,-0.630200452099503,0.067,0.135,2.36803189858082e-21,"AT5G14550","Yes"
"AT5G03110",1.17061264434205e-25,1.2184378745069,0.241,0.166,2.40478955527187e-21,"AT5G03110","Yes"
"AT5G41760",1.17731852418642e-25,-0.84318334470283,0.085,0.159,2.41856544423617e-21,"AT5G41760","Yes"
"AT4G20860",1.17818396114186e-25,0.433729379995087,0.752,0.722,2.42034331137372e-21,"AT4G20860","No"
"AT4G10750",1.20498059947661e-25,-0.299323341421218,0.077,0.149,2.47539164550479e-21,"AT4G10750","No"
"AT4G24920",1.24108737957477e-25,0.353957235492175,0.824,0.862,2.54956580386045e-21,"AT4G24920","No"
"AT4G39540",1.24554714200812e-25,-0.173411152683707,0.267,0.388,2.55872749382729e-21,"AT4G39540","No"
"AT1G48240",1.24962404341265e-25,-0.746387813637962,0.049,0.109,2.56710267238261e-21,"AT1G48240","Yes"
"AT3G08730",1.25355280430294e-25,0.762302623510187,0.502,0.461,2.57517352587952e-21,"AT3G08730","Yes"
"AT3G25585",1.3024813941754e-25,1.91069761484762,0.106,0.05,2.67568752805451e-21,"AT3G25585","Yes"
"AT3G45010",1.32851682998742e-25,-1.13739045278385,0.042,0.099,2.72917212384315e-21,"AT3G45010","Yes"
"AT5G20160",1.34090988196457e-25,0.784772753677651,0.525,0.485,2.75463117051983e-21,"AT5G20160","Yes"
"AT2G43910",1.34714047398383e-25,-0.238198814688814,0.22,0.329,2.76743067570498e-21,"AT2G43910","No"
"AT5G67385",1.35386450742607e-25,-0.810285518678565,0.062,0.128,2.78124385760537e-21,"AT5G67385","Yes"
"AT2G32660",1.36374685040225e-25,4.03166647760496,0.04,0.007,2.80154515478135e-21,"AT2G32660","Yes"
"AT4G19160",1.46041378807749e-25,-0.160457169352315,0.18,0.285,3.00012804484759e-21,"AT4G19160","No"
"AT5G58990",1.48676425635496e-25,-0.376530321581427,0.148,0.242,3.05425981182999e-21,"AT5G58990","No"
"AT1G79970",1.49094411296806e-25,-0.289955679966861,0.235,0.349,3.06284649127029e-21,"AT1G79970","No"
"AT3G62190",1.56283614307657e-25,0.864678711965658,0.506,0.468,3.21053428872219e-21,"AT3G62190","Yes"
"AT5G62620",1.57582730499833e-25,1.45668266830341,0.195,0.124,3.23722203265806e-21,"AT5G62620","Yes"
"AT1G35210",1.60481703374871e-25,1.14282319202717,0.241,0.166,3.29677563242997e-21,"AT1G35210","Yes"
"AT3G12130",1.67027926875075e-25,1.0988271507619,0.304,0.236,3.43125470179467e-21,"AT3G12130","Yes"
"AT3G09035",1.6716593003176e-25,-1.35290908164394,0.033,0.084,3.43408970064244e-21,"AT3G09035","Yes"
"AT5G49930",1.68183045278503e-25,1.20887833802255,0.22,0.146,3.45498429915629e-21,"AT5G49930","Yes"
"AT1G12710",1.70178846719812e-25,-0.561245161734031,0.12,0.204,3.4959840481651e-21,"AT1G12710","Yes"
"AT3G54380",1.82056321238453e-25,1.22708382759437,0.269,0.198,3.73998300720153e-21,"AT3G54380","Yes"
"AT5G48300",1.85771583219978e-25,-0.134122206463394,0.4,0.546,3.81630563408801e-21,"AT5G48300","No"
"AT3G52060",1.89229082314045e-25,1.78762338639393,0.117,0.057,3.88733303797743e-21,"AT3G52060","Yes"
"AT1G30475",2.04837757843643e-25,1.54026267624167,0.083,0.033,4.20798205938196e-21,"AT1G30475","Yes"
"AT3G57560",2.07653873823856e-25,-0.299352734369883,0.146,0.239,4.26583352996348e-21,"AT3G57560","No"
"AT3G28040",2.14626748344306e-25,-1.98641814109598,0.014,0.053,4.40907729123708e-21,"AT3G28040","Yes"
"AT1G19025",2.2132937737801e-25,-0.501632063033,0.123,0.207,4.54676939947646e-21,"AT1G19025","Yes"
"AT1G66550",2.22901167992351e-25,1.77087351183021,0.082,0.032,4.57905869406687e-21,"AT1G66550","Yes"
"AT3G08520",2.24138915407785e-25,-0.101119771439054,0.425,0.561,4.60448573922212e-21,"AT3G08520","No"
"AT1G24100",2.26141710617949e-25,1.27552058542061,0.174,0.104,4.64562916122453e-21,"AT1G24100","Yes"
"AT2G18400",2.30905218128891e-25,-0.445125634629538,0.162,0.26,4.74348589602182e-21,"AT2G18400","No"
"AT3G23400",2.35381632907038e-25,0.625660552279842,0.716,0.739,4.83544488480927e-21,"AT3G23400","Yes"
"AT5G52170",2.38538851028401e-25,-1.5771702875338,0.019,0.063,4.90030361667644e-21,"AT5G52170","Yes"
"AT5G43600",2.42453484603438e-25,-0.796433219582798,0.065,0.132,4.98072193420844e-21,"AT5G43600","Yes"
"AT1G08570",2.43889613700175e-25,0.926172867524438,0.455,0.407,5.0102243342427e-21,"AT1G08570","Yes"
"AT1G33240",2.44625626916622e-25,-1.00762472310082,0.053,0.113,5.02534425374817e-21,"AT1G33240","Yes"
"AT3G01310",2.51246879880553e-25,-0.387353522382841,0.209,0.314,5.16136465338621e-21,"AT3G01310","No"
"AT2G38695",2.5352678920816e-25,-0.507706416199625,0.072,0.141,5.20820083070322e-21,"AT2G38695","Yes"
"AT3G27570",2.54250851377637e-25,1.14019500450865,0.325,0.258,5.2230752398508e-21,"AT3G27570","Yes"
"AT1G14000",2.56009686067424e-25,0.615391123644173,0.606,0.577,5.25920698088309e-21,"AT1G14000","Yes"
"AT1G06130",2.59467700326061e-25,1.25532609952244,0.322,0.258,5.33024496779827e-21,"AT1G06130","Yes"
"AT5G03990",2.61454018180389e-25,1.05692901921223,0.3,0.222,5.37104989547974e-21,"AT5G03990","Yes"
"AT2G44740",2.64141245707526e-25,-1.6024080556202,0.025,0.071,5.4262536105697e-21,"AT2G44740","Yes"
"AT3G21810",2.69832184532888e-25,2.16852701151107,0.07,0.025,5.54316256685912e-21,"AT3G21810","Yes"
"AT2G22560",2.73126256326083e-25,2.31615818777,0.059,0.017,5.61083268370671e-21,"AT2G22560","Yes"
"AT1G63240",2.76541146804487e-25,-0.976940403465453,0.046,0.104,5.68098477880457e-21,"AT1G63240","Yes"
"AT2G44160",2.81999972862634e-25,-0.326910464531798,0.201,0.308,5.79312544251709e-21,"AT2G44160","No"
"AT5G46580",2.86717369042155e-25,-0.699430151310464,0.058,0.122,5.89003491223299e-21,"AT5G46580","Yes"
"AT2G20190",2.88469125384507e-25,-0.664966806255825,0.057,0.12,5.92602124277394e-21,"AT2G20190","Yes"
"AT4G39260",2.8948701080322e-25,-0.297780603437332,0.749,0.859,5.94693166293056e-21,"AT4G39260","No"
"AT5G08560",2.93196084564143e-25,1.2991094906552,0.198,0.126,6.02312716520119e-21,"AT5G08560","Yes"
"AT1G07020",2.9400777524394e-25,0.924037596153831,0.488,0.451,6.03980172683625e-21,"AT1G07020","Yes"
"AT5G23950",2.94358002081625e-25,-0.96794616214261,0.068,0.134,6.04699643676281e-21,"AT5G23950","Yes"
"AT4G12970",2.94556239556564e-25,-0.700733380726596,0.099,0.176,6.0510688292105e-21,"AT4G12970","Yes"
"AT2G01670",2.9620899271618e-25,0.611086205036074,0.78,0.817,6.08502133736849e-21,"AT2G01670","Yes"
"AT5G11610",3.05629497147535e-25,-1.60669298741347,0.017,0.058,6.27854675990181e-21,"AT5G11610","Yes"
"AT3G10960",3.08130097670699e-25,1.58201576362101,0.117,0.057,6.32991659644917e-21,"AT3G10960","Yes"
"AT1G50575",3.08625946267246e-25,-0.662178035017921,0.073,0.143,6.34010281416803e-21,"AT1G50575","Yes"
"AT3G56950",3.08858877275791e-25,1.66427760740188,0.133,0.071,6.34488791587658e-21,"AT3G56950","Yes"
"AT3G56750",3.25581124355645e-25,-0.834795552014171,0.065,0.131,6.68841303763802e-21,"AT3G56750","Yes"
"AT4G39780",3.2617082028514e-25,1.46742341700922,0.127,0.066,6.70052716111764e-21,"AT4G39780","Yes"
"AT5G14920",3.26830370499716e-25,-1.39690245013842,0.024,0.07,6.71407630117567e-21,"AT5G14920","Yes"
"AT1G67590",3.27558375794607e-25,-1.68641367694092,0.018,0.06,6.72903171394861e-21,"AT1G67590","Yes"
"AT2G21600",3.64818424404894e-25,1.00316342725661,0.406,0.35,7.49446489254973e-21,"AT2G21600","Yes"
"AT1G34180",3.6637053835875e-25,3.14855710490128,0.037,0.006,7.52634996950381e-21,"AT1G34180","Yes"
"AT5G19950",3.75616915038023e-25,1.28015893305746,0.191,0.12,7.71629828562611e-21,"AT5G19950","Yes"
"AT1G21000",3.77355930134214e-25,0.990413722817643,0.478,0.424,7.75202287274715e-21,"AT1G21000","Yes"
"AT4G01897",3.82932045516612e-25,-0.26657344524416,0.252,0.368,7.86657301104776e-21,"AT4G01897","No"
"AT4G32900",3.86168641417458e-25,-0.540925917856569,0.108,0.189,7.93306240063884e-21,"AT4G32900","Yes"
"AT1G10500",3.90644018071639e-25,0.782117794044424,0.558,0.546,8.02500006324569e-21,"AT1G10500","Yes"
"AT2G21210",3.93558701948104e-25,-1.95858283519732,0.011,0.047,8.0848764141199e-21,"AT2G21210","Yes"
"AT2G20530",3.98144197519982e-25,1.11984773996366,0.268,0.196,8.17907624965298e-21,"AT2G20530","Yes"
"AT2G47890",3.98449600606296e-25,-0.197892338940906,0.509,0.66,8.18535014525514e-21,"AT2G47890","No"
"AT5G49555",4.03842285012386e-25,-0.446595768464397,0.115,0.198,8.29613206100944e-21,"AT5G49555","No"
"AT1G66150",4.04903388779076e-25,-0.357535354302475,0.1,0.18,8.31793031568855e-21,"AT1G66150","No"
"AT5G14220",4.10149199921484e-25,-0.445277028399069,0.124,0.21,8.42569501398704e-21,"AT5G14220","No"
"AT4G22290",4.11908562437816e-25,-0.936352200168233,0.045,0.102,8.46183759816005e-21,"AT4G22290","Yes"
"AT4G02610",4.14352081853236e-25,-0.277858088664226,0.182,0.284,8.51203481751103e-21,"AT4G02610","No"
